,aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate,roadNm,roadNmBonbun,roadNmBubun,roadNmCd,roadNmSeq,roadNmSggCd,roadNmbCd,sggCd,slerGbn,umdCd,umdNm,dealAmount_clean,dealDate
16,,우성1,11650-56,1336,0,1979,,,,"90,000",21,1,2015,,,100.35,5,1336,1,N,,서운로,00062,00000,3121016,01,11650,0,11650,,10800,서초동,90000.0,2015-01-21
17,,반포자이,11650-3500,20,43,2009,,,,"220,000",29,1,2015,,,216.49,8,20-43,1,N,,신반포로,00270,00000,3121017,02,11650,0,11650,,10700,반포동,220000.0,2015-01-29
18,,반포자이,11650-3500,20,43,2009,,,,"205,000",11,1,2015,,,165.052,14,20-43,1,N,,신반포로,00270,00000,3121017,02,11650,0,11650,,10700,반포동,205000.0,2015-01-11
19,,삼풍아파트,11650-28,1685,0,1988,,,,"158,000",28,1,2015,,,165.92,11,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,158000.0,2015-01-28
20,,현대,11650-152,53,0,1993,,,,"79,600",13,1,2015,,,84.87,14,53,1,N,,잠원로12길,00004,00000,4163525,01,11650,0,11650,,10600,잠원동,79600.0,2015-01-13
21,,훼미리,11650-154,51,0,1992,,,,"74,400",21,1,2015,,,84.9,4,51,1,N,,잠원로,00202,00011,3121019,01,11650,0,11650,,10600,잠원동,74400.0,2015-01-21
22,,래미안방배아트힐(1008-2),11650-658,1008,2,2004,,,,"102,000",6,1,2015,,,127.61,17,1008-2,1,N,,남부순환로,02311,00012,2000003,01,11650,0,11650,,10100,방배동,102000.0,2015-01-06
23,,서초네이처힐3단지,11650-3864,717,0,2013,,,,"83,000",25,1,2015,,,84.84,15,717,1,N,,태봉로2길,00060,00000,4163582,01,11650,0,11650,,10300,우면동,83000.0,2015-01-25
24,,동아,11650-102,157,0,2002,,,,"67,500",24,1,2015,,,59.92,7,157,1,N,,신반포로33길,00015,00000,4163453,01,11650,0,11650,,10600,잠원동,67500.0,2015-01-24
25,,반포자이,11650-3500,20,43,2009,,,,"94,000",26,1,2015,,,59.98,14,20-43,1,N,,신반포로,00270,00000,3121017,02,11650,0,11650,,10700,반포동,94000.0,2015-01-26
26,,신반포4,11650-125,70,0,1979,,,,"105,000",24,1,2015,,,96.48,12,70,1,N,,잠원로,00037,00048,3121019,01,11650,0,11650,,10600,잠원동,105000.0,2015-01-24
27,,월드메르디앙,11650-135,33,11,2002,,,,"63,400",15,1,2015,,,84.78,2,33-11,1,N,,신반포로45길,00071,00000,4163459,01,11650,0,11650,,10600,잠원동,63400.0,2015-01-15
28,,삼익,11650-305,1018,1,1981,,,,"66,500",31,1,2015,,,91.47,14,1018-1,1,N,,효령로34길,00079,00000,4163634,01,11650,0,11650,,10100,방배동,66500.0,2015-01-31
29,,서초래미안,11650-523,1682,0,2003,,,,"104,000",26,1,2015,,,111.32,5,1682,1,N,,서초대로65길,00013,00010,4163425,01,11650,0,11650,,10800,서초동,104000.0,2015-01-26
30,,래미안퍼스티지,11650-3559,18,1,2009,,,,"99,000",9,1,2015,,,59.96,16,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,99000.0,2015-01-09
31,,우성,11650-134,74,1,1978,,,,"106,000",31,1,2015,,,101.87,11,74-1,1,N,,신반포로23길,00005,00000,4163452,01,11650,0,11650,,10600,잠원동,106000.0,2015-01-31
32,,서초한양수자인,11650-4006,1344,2,2013,,,,"58,960",21,1,2015,,,84.33,8,1344-2,1,N,,서운로11길,00023,00000,4163372,00,11650,,11650,,10800,서초동,58960.0,2015-01-21
33,,멤버스카운티601,11650-835,801,7,2005,,,,"87,000",24,1,2015,,,107.62,1,801-7,1,N,,동광로28길,00023,00000,4163123,01,11650,0,11650,,10100,방배동,87000.0,2015-01-24
34,,우성,11650-440,154,2,1991,,,,"58,000",28,1,2015,,,73.15,13,154-2,1,N,,바우뫼로,00091,00000,3121009,01,11650,0,11650,,10200,양재동,58000.0,2015-01-28
35,,우성1,11650-56,1336,0,1979,,,,"120,000",26,1,2015,,,127.15,10,1336,1,N,,서운로,00062,00000,3121016,01,11650,0,11650,,10800,서초동,120000.0,2015-01-26
36,,반포자이,11650-3500,20,43,2009,,,,"216,000",30,1,2015,,,194.692,16,20-43,1,N,,신반포로,00270,00000,3121017,02,11650,0,11650,,10700,반포동,216000.0,2015-01-30
37,,래미안방배아트힐(1008-2),11650-658,1008,2,2004,,,,"101,500",22,1,2015,,,127.61,23,1008-2,1,N,,남부순환로,02311,00012,2000003,01,11650,0,11650,,10100,방배동,101500.0,2015-01-22
38,,신반포25,11650-122,61,1,1984,,,,"89,000",31,1,2015,,,84.49,12,61-1,1,N,,잠원로,00136,00000,3121019,01,11650,0,11650,,10600,잠원동,89000.0,2015-01-31
39,,우성,11650-440,154,2,1991,,,,"65,000",23,1,2015,,,84.88,6,154-2,1,N,,바우뫼로,00091,00000,3121009,01,11650,0,11650,,10200,양재동,65000.0,2015-01-23
40,,서초동대우디오빌프라임,11650-3218,1337,22,2005,,,,"55,700",27,1,2015,,,84.92,13,1337-22,1,N,,강남대로,00321,00000,2102001,04,11650,0,11650,,10800,서초동,55700.0,2015-01-27
41,,프레스턴(1-62),11650-757,1,62,2005,,,,"180,000",26,1,2015,,,223.35,5,1-62,1,N,,동광로27길,00038,00000,4163122,01,11650,0,11650,,10100,방배동,180000.0,2015-01-26
42,,에이아이디차관주택,11650-209,968,0,1974,,,,"120,000",26,1,2015,,,72.51,1,968,1,N,,신반포로,00032,00000,3121017,02,11650,0,11650,,10700,반포동,120000.0,2015-01-26
43,,동아,11650-102,157,0,2002,,,,"89,500",24,1,2015,,,84.91,17,157,1,N,,신반포로33길,00015,00000,4163453,01,11650,0,11650,,10600,잠원동,89500.0,2015-01-24
44,,강남태영데시앙루브,11650-3217,1303,35,2005,,,,"62,500",29,1,2015,,,84.43,11,1303-35,1,N,,강남대로,00455,00000,2102001,04,11650,0,11650,,10800,서초동,62500.0,2015-01-29
45,,티에스프리우스,11650-753,1625,7,2004,,,,"65,000",31,1,2015,,,108.34,4,1625-7,1,N,,서초중앙로12길,00019,00000,4163696,01,11650,0,11650,,10800,서초동,65000.0,2015-01-31
46,,반포미도,11650-172,60,4,1987,,,,"83,000",20,1,2015,,,84.96,3,60-4,1,N,,서초중앙로29길,00028,00000,4163713,01,11650,0,11650,,10700,반포동,83000.0,2015-01-20
47,,삼풍아파트,11650-28,1685,0,1988,,,,"93,500",27,1,2015,,,79.47,8,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,93500.0,2015-01-27
48,,한신23차,11650-205,1,15,1983,,,,"61,000",20,1,2015,,,56.9,2,1-15,1,N,,신반포로19길,00006,00000,4163451,01,11650,0,11650,,10700,반포동,61000.0,2015-01-20
49,,동아,11650-102,157,0,2002,,,,"69,000",24,1,2015,,,59.92,13,157,1,N,,신반포로33길,00015,00000,4163453,01,11650,0,11650,,10600,잠원동,69000.0,2015-01-24
50,,한신로얄,11650-147,63,34,1992,,,,"77,400",10,1,2015,,,81.23,6,63-34,1,N,,신반포로33길,00064,00000,4163453,01,11650,0,11650,,10600,잠원동,77400.0,2015-01-10
51,,반포자이,11650-3500,20,43,2009,,,,"241,000",27,1,2015,,,244.972,27,20-43,1,N,,신반포로,00270,00000,3121017,02,11650,0,11650,,10700,반포동,241000.0,2015-01-27
52,,래미안퍼스티지,11650-3559,18,1,2009,,,,"278,000",28,1,2015,,,222.76,4,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,278000.0,2015-01-28
53,,래미안서초유니빌,11650-518,1445,4,2003,,,,"33,000",26,1,2015,,,49.745,18,1445-4,1,N,,서초중앙로,00026,00000,3121024,03,11650,0,11650,,10800,서초동,33000.0,2015-01-26
54,,삼호3,11650-311,759,3,1976,,,,"89,900",24,1,2015,,,181.6,6,759-3,1,N,,방배로45길,00027,00000,4163278,01,11650,0,11650,,10100,방배동,89900.0,2015-01-24
55,,삼환나띠르빌(1002-9),11650-485,1002,9,2003,,,,"70,000",30,1,2015,,,148.99,3,1002-9,1,N,,명달로,00033,00000,3121008,01,11650,0,11650,,10100,방배동,70000.0,2015-01-30
56,,삼풍아파트,11650-28,1685,0,1988,,,,"143,500",27,1,2015,,,130.73,13,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,143500.0,2015-01-27
57,,서초래미안,11650-523,1682,0,2003,,,,"90,000",22,1,2015,,,84.95,17,1682,1,N,,서초대로65길,00013,00010,4163425,01,11650,0,11650,,10800,서초동,90000.0,2015-01-22
58,,아크로비스타,11650-724,1685,3,2004,,,,"122,000",22,1,2015,,,138.96,12,1685-3,1,N,,서초중앙로,00188,00000,3121024,03,11650,0,11650,,10800,서초동,122000.0,2015-01-22
59,,서초네이처힐3단지,11650-3864,717,0,2013,,,,"80,000",30,1,2015,,,84.77,7,717,1,N,,태봉로2길,00060,00000,4163582,01,11650,0,11650,,10300,우면동,80000.0,2015-01-30
60,,한신타워,11650-150,71,11,1996,,,,"59,000",30,1,2015,,,59.4,10,71-11,1,N,,잠원로3길,00008,00000,4163527,01,11650,0,11650,,10600,잠원동,59000.0,2015-01-30
61,,반포미도,11650-172,60,4,1987,,,,"85,500",29,1,2015,,,84.96,6,60-4,1,N,,서초중앙로29길,00028,00000,4163713,01,11650,0,11650,,10700,반포동,85500.0,2015-01-29
62,,잠원현대훼밀리,11650-138,59,3,1997,,,,"63,500",27,1,2015,,,59.56,13,59-3,1,N,,신반포로,00261,00000,3121017,01,11650,0,11650,,10600,잠원동,63500.0,2015-01-27
63,,래미안퍼스티지,11650-3559,18,1,2009,,,,"228,000",22,1,2015,,,168.65,22,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,228000.0,2015-01-22
64,,우성1,11650-56,1336,0,1979,,,,"89,500",28,1,2015,,,100.81,6,1336,1,N,,서운로,00062,00000,3121016,01,11650,0,11650,,10800,서초동,89500.0,2015-01-28
65,,서초4현대,11650-30,1684,0,2000,,,,"89,900",14,1,2015,,,116.49,17,1684,1,N,,고무래로,00094,00000,3121001,02,11650,0,11650,,10800,서초동,89900.0,2015-01-14
66,,반포자이,11650-3500,20,43,2009,,,,"260,000",23,1,2015,,,244.543,5,20-43,1,N,,신반포로,00270,00000,3121017,02,11650,0,11650,,10700,반포동,260000.0,2015-01-23
67,,킴스빌리지,11650-142,71,12,1996,,,,"40,500",29,1,2015,,,34.23,6,71-12,1,N,,잠원로3길,00006,00000,4163527,01,11650,0,11650,,10600,잠원동,40500.0,2015-01-29
68,,방배1차현대홈타운,11650-290,1344,0,1999,,,,"55,900",31,1,2015,,,59.94,3,1344,1,N,,서초대로1길,00030,00000,4163389,01,11650,0,11650,,10100,방배동,55900.0,2015-01-31
69,,방배대우멤버스카운티301,11650-756,841,12,2004,,,,"88,000",24,1,2015,,,121.65,6,841-12,1,N,,방배로30길,00041,00000,4163265,01,11650,0,11650,,10100,방배동,88000.0,2015-01-24
70,,반포서래월드메르디앙스칼라아파트B동,11650-766,550,27,2005,,,,"81,000",15,1,2015,,,115.94,4,550-27,1,N,,반포대로39길,00069,00000,4163242,01,11650,0,11650,,10700,반포동,81000.0,2015-01-15
71,,반포자이,11650-3500,20,43,2009,,,,"126,500",26,1,2015,,,84.998,12,20-43,1,N,,신반포로,00270,00000,3121017,02,11650,0,11650,,10700,반포동,126500.0,2015-01-26
72,,현대홈타운,11650-624,1506,88,2005,,,,"77,400",24,1,2015,,,84.97,7,1506-88,1,N,,반포대로23길,00071,00000,4163234,01,11650,0,11650,,10800,서초동,77400.0,2015-01-24
73,,방배서리풀힐스,11650-3338,915,16,2006,,,,"60,000",31,1,2015,,,84.992,1,915-16,1,N,,방배로11길,00035,00000,4163250,01,11650,0,11650,,10100,방배동,60000.0,2015-01-31
74,,래미안서초스위트,11650-3515,1301,6,2009,,,,"104,500",25,1,2015,,,95.7555,14,1301-6,1,N,,서운로,00221,00000,3121016,01,11650,0,11650,,10800,서초동,104500.0,2015-01-25
75,,삼성래미안1,11650-503,2626,0,2003,,,,"72,000",23,1,2015,,,84.91,5,2626,1,N,,방배선행길,00002,00000,4163671,01,11650,0,11650,,10100,방배동,72000.0,2015-01-23
76,,서초호반써밋,11650-3963,753,0,2013,,,,"90,700",19,1,2015,,,118.0474,8,753,1,N,,양재대로2길,00109,00000,4163748,01,11650,0,11650,,10300,우면동,90700.0,2015-01-19
77,,현대멤피스,11650-373,772,13,2001,,,,"107,500",31,1,2015,,,158.82,6,772-13,1,N,,방배로,00249,00000,3121010,01,11650,0,11650,,10100,방배동,107500.0,2015-01-31
78,,신반포10,11650-108,58,16,1981,,,,"81,000",6,1,2015,,,76.32,9,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,81000.0,2015-01-06
79,,동일하이빌,11650-3339,1542,1,2006,,,,"84,000",15,1,2015,,,100.45,11,1542-1,1,N,,서초대로,00240,00000,2121002,02,11650,0,11650,,10800,서초동,84000.0,2015-01-15
80,,한신,11650-145,56,3,1992,,,,"90,000",25,1,2015,,,84.52,5,56-3,1,N,,잠원로,00150,00000,3121019,01,11650,0,11650,,10600,잠원동,90000.0,2015-01-25
81,,한신,11650-145,56,3,1992,,,,"89,500",23,1,2015,,,84.52,12,56-3,1,N,,잠원로,00150,00000,3121019,01,11650,0,11650,,10600,잠원동,89500.0,2015-01-23
82,,우성1,11650-56,1336,0,1979,,,,"84,500",24,1,2015,,,100.25,1,1336,1,N,,서운로,00062,00000,3121016,01,11650,0,11650,,10800,서초동,84500.0,2015-01-24
83,,반포리체,11650-3617,30,26,2010,,,,"137,700",25,1,2015,,,106.148,18,30-26,1,N,,고무래로,00035,00000,3121001,01,11650,0,11650,,10700,반포동,137700.0,2015-01-25
84,,한신타워,11650-150,71,11,1996,,,,"58,500",19,1,2015,,,59.81,4,71-11,1,N,,잠원로3길,00008,00000,4163527,01,11650,0,11650,,10600,잠원동,58500.0,2015-01-19
85,,한신타워,11650-150,71,11,1996,,,,"84,000",21,1,2015,,,84.93,8,71-11,1,N,,잠원로3길,00008,00000,4163527,01,11650,0,11650,,10600,잠원동,84000.0,2015-01-21
86,,현대멤피스,11650-373,772,13,2001,,,,"107,000",16,1,2015,,,158.82,11,772-13,1,N,,방배로,00249,00000,3121010,01,11650,0,11650,,10100,방배동,107000.0,2015-01-16
87,,신반포5,11650-126,64,8,1980,,,,"100,000",24,1,2015,,,106.75,9,64-8,1,N,,잠원로,00127,00000,3121019,01,11650,0,11650,,10600,잠원동,100000.0,2015-01-24
88,,동고,11650-480,59,0,1995,,,,"61,000",31,1,2015,,,84.96,9,59,1,N,,바우뫼로7길,00029,00000,4163219,01,11650,0,11650,,10300,우면동,61000.0,2015-01-31
89,,삼풍아파트,11650-28,1685,0,1988,,,,"130,000",19,1,2015,,,130.73,15,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,130000.0,2015-01-19
90,,반포주공1단지,11650-175,757,0,1973,,,,"208,000",16,1,2015,,,106.26,3,757,1,N,,신반포로,00045,00000,3121017,02,11650,0,11650,,10700,반포동,208000.0,2015-01-16
91,,삼풍아파트,11650-28,1685,0,1988,,,,"91,900",22,1,2015,,,79.47,8,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,91900.0,2015-01-22
92,,대우(효령),11650-272,1038,0,1992,,,,"63,500",29,1,2015,,,84.91,6,1038,1,N,,효령로,00084,00000,3121021,01,11650,0,11650,,10100,방배동,63500.0,2015-01-29
93,,삼풍아파트,11650-28,1685,0,1988,,,,"92,000",29,1,2015,,,79.47,7,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,92000.0,2015-01-29
94,,서초더샵포레,11650-4063,411,0,2014,,,,"59,000",27,1,2015,,,84.81,4,411,1,N,,헌릉로8길,00058,00000,4163749,02,11650,0,11650,,10900,내곡동,59000.0,2015-01-27
95,,래미안퍼스티지,11650-3559,18,1,2009,,,,"270,000",15,1,2015,,,198.04,4,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,270000.0,2015-01-15
96,,반포미도2차아파트,11650-173,60,5,1989,,,,"64,300",21,1,2015,,,71.49,15,60-5,1,N,,사평대로,00240,00000,2121001,02,11650,0,11650,,10700,반포동,64300.0,2015-01-21
97,,삼호가든맨션(4차),11650-195,30,18,1983,,,,"93,000",19,1,2015,,,102.15,11,30-18,1,N,,고무래로,00079,00000,3121001,01,11650,0,11650,,10700,반포동,93000.0,2015-01-19
98,,반포리체,11650-3617,30,26,2010,,,,"139,500",31,1,2015,,,106.148,20,30-26,1,N,,고무래로,00035,00000,3121001,01,11650,0,11650,,10700,반포동,139500.0,2015-01-31
99,,방배2차현대홈타운,11650-380,2001,0,2001,,,,"79,700",26,1,2015,,,84.94,2,2001,1,N,,서초대로1길,00034,00000,4163389,01,11650,0,11650,,10100,방배동,79700.0,2015-01-26
100,,삼호가든맨션(4차),11650-195,30,18,1983,,,,"90,000",16,1,2015,,,102.15,6,30-18,1,N,,고무래로,00079,00000,3121001,01,11650,0,11650,,10700,반포동,90000.0,2015-01-16
101,,신동아아파트(1차),11650-53,1333,0,1978,,,,"67,300",26,1,2015,,,75.86,9,1333,1,N,,사임당로,00137,00000,3121014,01,11650,0,11650,,10800,서초동,67300.0,2015-01-26
102,,신동아아파트(1차),11650-53,1333,0,1978,,,,"73,000",25,1,2015,,,86.61,13,1333,1,N,,사임당로,00137,00000,3121014,00,11650,,11650,,10800,서초동,73000.0,2015-01-25
103,,반포자이,11650-3500,20,43,2009,,,,"118,300",15,1,2015,,,84.943,1,20-43,1,N,,신반포로,00270,00000,3121017,02,11650,0,11650,,10700,반포동,118300.0,2015-01-15
104,,우성2,11650-57,1331,0,1979,,,,"95,000",17,1,2015,,,101.95,6,1331,1,N,,사임당로,00169,00000,3121014,01,11650,0,11650,,10800,서초동,95000.0,2015-01-17
105,,우성2,11650-57,1331,0,1979,,,,"108,000",19,1,2015,,,119.68,1,1331,1,N,,사임당로,00169,00000,3121014,01,11650,0,11650,,10800,서초동,108000.0,2015-01-19
106,,신동아아파트(1차),11650-53,1333,0,1978,,,,"66,500",26,1,2015,,,75.86,7,1333,1,N,,사임당로,00137,00000,3121014,00,11650,,11650,,10800,서초동,66500.0,2015-01-26
107,,중앙하이츠,11650-139,71,17,1998,,,,"57,950",9,1,2015,,,59.93,11,71-17,1,N,,잠원로3길,00020,00000,4163527,01,11650,0,11650,,10600,잠원동,57950.0,2015-01-09
108,,한강,11650-144,49,8,1989,,,,"83,900",27,1,2015,,,84.53,6,49-8,1,N,,잠원로,00213,00010,3121019,01,11650,0,11650,,10600,잠원동,83900.0,2015-01-27
109,,현대,11650-152,53,0,1993,,,,"79,600",31,1,2015,,,84.87,14,53,1,N,,잠원로12길,00004,00000,4163525,01,11650,0,11650,,10600,잠원동,79600.0,2015-01-31
110,,서초4현대,11650-30,1684,0,2000,,,,"86,900",15,1,2015,,,105.75,18,1684,1,N,,고무래로,00094,00000,3121001,02,11650,0,11650,,10800,서초동,86900.0,2015-01-15
111,,풍림아이원플러스,11650-701,1338,1,2004,,,,"22,500",22,1,2015,,,34.4237,14,1338-1,1,N,,효령로77길,00014,00000,4163659,01,11650,0,11650,,10800,서초동,22500.0,2015-01-22
112,,방배3차현대홈타운,11650-732,2233,0,2004,,,,"92,500",24,1,2015,,,120.915,13,2233,1,N,,방배중앙로21길,00055,00000,4163677,01,11650,0,11650,,10100,방배동,92500.0,2015-01-24
113,,방배2차현대홈타운,11650-380,2001,0,2001,,,,"82,900",24,1,2015,,,84.94,14,2001,1,N,,서초대로1길,00034,00000,4163389,01,11650,0,11650,,10100,방배동,82900.0,2015-01-24
114,,반포자이,11650-3500,20,43,2009,,,,"176,500",12,1,2015,,,132.179,22,20-43,1,N,,신반포로,00270,00000,3121017,02,11650,0,11650,,10700,반포동,176500.0,2015-01-12
115,,반포자이,11650-3500,20,43,2009,,,,"138,000",27,1,2015,,,84.984,25,20-43,1,N,,신반포로,00270,00000,3121017,02,11650,0,11650,,10700,반포동,138000.0,2015-01-27
116,,반포경남아파트,11650-159,1,8,1978,,,,"81,500",31,1,2015,,,73.5,8,1-8,1,N,,신반포로,00137,00000,3121017,02,11650,0,11650,,10700,반포동,81500.0,2015-01-31
117,,서초트라팰리스,11650-3238,1344,13,2005,,,,"101,700",17,1,2015,,,133.05,8,1344-13,1,N,,효령로72길,00057,00000,4163657,01,11650,0,11650,,10800,서초동,101700.0,2015-01-17
118,,방배2차현대홈타운,11650-380,2001,0,2001,,,,"53,000",24,1,2015,,,59.86,1,2001,1,N,,서초대로1길,00034,00000,4163389,01,11650,0,11650,,10100,방배동,53000.0,2015-01-24
119,,한신3차,11650-206,1,1,1978,,,,"112,200",17,1,2015,,,99.29,2,1-1,1,N,,신반포로19길,00010,00000,4163451,01,11650,0,11650,,10700,반포동,112200.0,2015-01-17
120,,한강,11650-144,49,8,1989,,,,"77,000",17,1,2015,,,84.53,3,49-8,1,N,,잠원로,00213,00010,3121019,01,11650,0,11650,,10600,잠원동,77000.0,2015-01-17
121,,신원아침도시(1434),11650-704,1434,2,2004,,,,"56,500",28,1,2015,,,83.034,2,1434-2,1,N,,남부순환로337가길,00051,00009,4163077,01,11650,0,11650,,10800,서초동,56500.0,2015-01-28
122,,방배2차현대홈타운,11650-380,2001,0,2001,,,,"61,500",23,1,2015,,,59.86,8,2001,1,N,,서초대로1길,00034,00000,4163389,01,11650,0,11650,,10100,방배동,61500.0,2015-01-23
123,,방배임광3차,11650-342,1010,1,1988,,,,"59,000",24,1,2015,,,79.8,4,1010-1,1,N,,방배로2길,00024,00005,4163264,01,11650,0,11650,,10100,방배동,59000.0,2015-01-24
124,,롯데캐슬갤럭시,11650-155,50,0,2002,,,,"115,000",8,1,2015,,,106.15,8,50,1,N,,잠원로14길,00003,00000,4163526,01,11650,0,11650,,10600,잠원동,115000.0,2015-01-08
125,,대백세인트빌,11650-538,87,5,2003,,,,"75,000",9,1,2015,,,119.25,3,87-5,1,N,,동광로39길,00007,00000,4163127,01,11650,0,11650,,10700,반포동,75000.0,2015-01-09
126,,반포자이,11650-3500,20,43,2009,,,,"129,000",12,1,2015,,,84.943,28,20-43,1,N,,신반포로,00270,00000,3121017,02,11650,0,11650,,10700,반포동,129000.0,2015-01-12
127,,신동아아파트(1차),11650-53,1333,0,1978,,,,"74,000",29,1,2015,,,88.68,4,1333,1,N,,사임당로,00137,00000,3121014,01,11650,0,11650,,10800,서초동,74000.0,2015-01-29
128,,동고,11650-480,59,0,1995,,,,"60,000",7,1,2015,,,84.96,10,59,1,N,,바우뫼로7길,00029,00000,4163219,01,11650,0,11650,,10300,우면동,60000.0,2015-01-07
129,,신반포27,11650-124,56,2,1985,,,,"89,000",29,1,2015,,,84.49,9,56-2,1,N,,잠원로8길,00003,00000,4163529,01,11650,0,11650,,10600,잠원동,89000.0,2015-01-29
130,,신반포13,11650-111,52,2,1981,,,,"119,700",21,1,2015,,,141.53,3,52-2,1,N,,잠원로14길,00042,00000,4163526,01,11650,0,11650,,10600,잠원동,119700.0,2015-01-21
131,,우성1,11650-56,1336,0,1979,,,,"89,700",13,1,2015,,,100.25,12,1336,1,N,,서운로,00062,00000,3121016,01,11650,0,11650,,10800,서초동,89700.0,2015-01-13
132,,띠에라하우스,11650-527,49,37,2003,,,,"215,000",28,1,2015,,,244.91,3,49-37,1,N,,잠원로,00221,00031,3121019,01,11650,0,11650,,10600,잠원동,215000.0,2015-01-28
133,,유원서초,11650-62,1687,0,1993,,,,"67,500",21,1,2015,,,84.82,1,1687,1,N,,서초중앙로24길,00043,00000,4163710,01,11650,0,11650,,10800,서초동,67500.0,2015-01-21
