,aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate,roadNm,roadNmBonbun,roadNmBubun,roadNmCd,roadNmSeq,roadNmSggCd,roadNmbCd,sggCd,slerGbn,umdCd,umdNm,dealAmount_clean,dealDate
611,,신반포13,11650-111,52,2,1981,,,,"80,000",19,4,2006,,,108.05,1,52-2,1,N,,잠원로14길,00042,00000,4163526,01,11650,0,11650,,10600,잠원동,80000.0,2006-04-19
612,,현대빌라트,11650-81,1495,1,1994,,,,"110,000",25,4,2006,,,164.83,9,1495-1,1,N,,명달로17길,00040,00000,4163185,01,11650,0,11650,,10800,서초동,110000.0,2006-04-25
613,,반포동피카소빌,11650-535,79,5,2004,,,,"84,000",14,4,2006,,,151.71,4,79-5,1,N,,동광로41길,00032,00001,4163129,01,11650,0,11650,,10700,반포동,84000.0,2006-04-14
614,,성영,11650-731,206,7,2002,,,,"20,000",28,4,2006,,,80.67,5,206-7,1,N,,매헌로6길,00042,00000,4163179,01,11650,0,11650,,10200,양재동,20000.0,2006-04-28
615,,월드메르디앙,11650-135,33,11,2002,,,,"53,900",16,4,2006,,,84.78,6,33-11,1,N,,신반포로45길,00071,00000,4163459,01,11650,0,11650,,10600,잠원동,53900.0,2006-04-16
616,,수광빌라트,11650-52,1640,3,1996,,,,"60,000",24,4,2006,,,153.36,6,1640-3,1,N,,서초대로60길,00033,00000,4163422,01,11650,0,11650,,10800,서초동,60000.0,2006-04-24
617,,녹원한신,11650-99,60,7,1995,,,,"78,000",17,4,2006,,,84.75,8,60-7,1,N,,잠원로4길,00034,00011,4163528,01,11650,0,11650,,10600,잠원동,78000.0,2006-04-17
618,,보아스방배,11650-631,831,6,2005,,,,"42,750",13,4,2006,,,84.29,2,831-6,1,N,,서초대로15길,00067,00000,4163385,01,11650,0,11650,,10100,방배동,42750.0,2006-04-13
619,,방배2차현대홈타운,11650-380,2001,0,2001,,,,"70,000",23,4,2006,,,84.94,1,2001,1,N,,서초대로1길,00034,00000,4163389,01,11650,0,11650,,10100,방배동,70000.0,2006-04-23
620,,한진로즈힐,11650-764,3276,0,2005,,,,"76,000",20,4,2006,,,102.503,5,3276,1,N,,서초대로1길,00002,00000,4163389,01,11650,0,11650,,10100,방배동,76000.0,2006-04-20
621,,방배래미안타워,11650-759,485,3,2005,,,,"109,000",19,4,2006,,,134.96,15,485-3,1,N,,남부순환로,02183,00000,2000003,01,11650,0,11650,,10100,방배동,109000.0,2006-04-19
622,,코오롱,11650-482,70,0,1994,,,,"33,700",20,4,2006,,,52.47,5,70,1,N,,바우뫼로,00053,00000,3121009,02,11650,0,11650,,10300,우면동,33700.0,2006-04-20
623,,코오롱,11650-482,70,0,1994,,,,"34,100",8,4,2006,,,52.47,3,70,1,N,,바우뫼로,00053,00000,3121009,02,11650,0,11650,,10300,우면동,34100.0,2006-04-08
624,,서초2차e-편한세상,11650-774,1529,0,2005,,,,"84,000",14,4,2006,,,116.745,3,1529,1,N,,효령로49길,00057,00000,4163642,01,11650,0,11650,,10800,서초동,84000.0,2006-04-14
625,,삼풍아파트,11650-28,1685,0,1988,,,,"167,000",17,4,2006,,,165.92,2,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,167000.0,2006-04-17
626,,무지개,11650-20,1335,0,1978,,,,"116,800",16,4,2006,,,117.33,11,1335,1,N,,효령로,00391,00000,3121021,02,11650,0,11650,,10800,서초동,116800.0,2006-04-16
627,,서초래미안,11650-523,1682,0,2003,,,,"145,000",14,4,2006,,,111.32,16,1682,1,N,,서초대로65길,00013,00010,4163425,01,11650,0,11650,,10800,서초동,145000.0,2006-04-14
628,,삼풍아파트,11650-28,1685,0,1988,,,,"98,000",17,4,2006,,,79.47,4,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,98000.0,2006-04-17
629,,신반포10,11650-108,58,16,1981,,,,"64,000",25,4,2006,,,76.32,10,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,64000.0,2006-04-25
630,,한양,11650-233,32,5,1982,,,,"140,000",17,4,2006,,,155.17,6,32-5,1,N,,서초중앙로,00220,00000,3121024,02,11650,0,11650,,10700,반포동,140000.0,2006-04-17
631,,한신타운,11650-149,60,4,1989,,,,"71,000",14,4,2006,,,78.39,12,60-4,1,N,,나루터로4길,00070,00005,4163049,01,11650,0,11650,,10600,잠원동,71000.0,2006-04-14
632,,서초블랑빌,11650-543,105,14,2003,,,,"43,000",26,4,2006,,,108.32,4,105-14,1,N,,사평대로20길,00025,00000,4163326,01,11650,0,11650,,10700,반포동,43000.0,2006-04-26
633,,동아,11650-102,157,0,2002,,,,"80,000",22,4,2006,,,84.91,4,157,1,N,,신반포로33길,00015,00000,4163453,01,11650,0,11650,,10600,잠원동,80000.0,2006-04-22
634,,신반포16,11650-113,55,12,1983,,,,"36,500",16,4,2006,,,52.32,11,55-12,1,N,,잠원로,00157,00000,3121019,01,11650,0,11650,,10600,잠원동,36500.0,2006-04-16
635,,방배엔스위트,11650-726,481,11,2004,,,,"31,000",20,4,2006,,,84.71,2,481-11,1,N,,효령로2길,00030,00000,4163631,01,11650,0,11650,,10100,방배동,31000.0,2006-04-20
636,,방배대우멤버스카운티301,11650-756,841,12,2004,,,,"60,000",14,4,2006,,,121.65,6,841-12,1,N,,방배로30길,00041,00000,4163265,01,11650,0,11650,,10100,방배동,60000.0,2006-04-14
637,,신화,11650-132,54,7,1997,,,,"41,500",12,4,2006,,,57.33,11,54-7,1,N,,잠원로14길,00054,00000,4163526,01,11650,0,11650,,10600,잠원동,41500.0,2006-04-12
638,,삼호1동~3동,11650-309,770,1,1975,,,,"48,000",20,4,2006,,,81.39,12,770-1,1,N,,방배로43길,00021,00000,4163277,01,11650,0,11650,,10100,방배동,48000.0,2006-04-20
639,,영진,11650-330,836,4,1998,,,,"46,400",18,4,2006,,,104.98,2,836-4,1,N,,서초대로23길,00064,00000,4163391,01,11650,0,11650,,10100,방배동,46400.0,2006-04-18
640,,한강,11650-144,49,8,1989,,,,"59,200",20,4,2006,,,84.53,6,49-8,1,N,,잠원로,00213,00010,3121019,01,11650,0,11650,,10600,잠원동,59200.0,2006-04-20
641,,공작빌라트,11650-264,1029,1,1995,,,,"60,000",21,4,2006,,,144.34,9,1029-1,1,N,,방배로5길,00033,00000,4163280,01,11650,0,11650,,10100,방배동,60000.0,2006-04-21
642,,방배2차현대홈타운,11650-380,2001,0,2001,,,,"79,000",13,4,2006,,,84.94,9,2001,1,N,,서초대로1길,00034,00000,4163389,01,11650,0,11650,,10100,방배동,79000.0,2006-04-13
643,,한신3차,11650-206,1,1,1978,,,,"142,000",13,4,2006,,,150.44,3,1-1,1,N,,신반포로19길,00010,00000,4163451,01,11650,0,11650,,10700,반포동,142000.0,2006-04-13
644,,서초화원그랑빌,11650-716,1510,15,2002,,,,"31,600",23,4,2006,,,79.7,5,1510-15,1,N,,반포대로21길,00027,00000,4163232,01,11650,0,11650,,10800,서초동,31600.0,2006-04-23
645,,서초한신,11650-43,1454,29,2001,,,,"100,000",17,4,2006,,,115.3,13,1454-29,1,N,,남부순환로323길,00038,00016,4163071,00,11650,,11650,,10800,서초동,100000.0,2006-04-17
646,,서초삼성래미안,11650-24,1641,1,2001,,,,"115,000",24,4,2006,,,121.66,12,1641-1,1,N,,사임당로17길,00116,00000,4163313,01,11650,0,11650,,10800,서초동,115000.0,2006-04-24
647,,에이아이디차관주택,11650-209,968,0,1974,,,,"92,000",18,4,2006,,,72.51,1,968,1,N,,신반포로,00032,00000,3121017,02,11650,0,11650,,10700,반포동,92000.0,2006-04-18
648,,보미리아파트,11650-105,32,22,2001,,,,"34,900",12,4,2006,,,84.94,1,32-22,1,N,,신반포로41길,00055,00000,4163456,01,11650,0,11650,,10600,잠원동,34900.0,2006-04-12
649,,방배씨티(보성),11650-302,836,1,2000,,,,"38,000",14,4,2006,,,77.04,10,836-1,1,N,,서초대로23길,00074,00000,4163391,01,11650,0,11650,,10100,방배동,38000.0,2006-04-14
650,,산호아파트,11650-187,741,5,2001,,,,"25,800",18,4,2006,,,90.11,4,741-5,1,N,,강남대로79길,00052,00009,4163032,01,11650,0,11650,,10700,반포동,25800.0,2006-04-18
651,,신반포18(49-17),11650-115,49,17,1983,,,,"140,000",15,4,2006,,,143.77,3,49-17,1,N,,잠원로12길,00005,00000,4163525,01,11650,0,11650,,10600,잠원동,140000.0,2006-04-15
652,,신반포6,11650-127,74,2,1980,,,,"100,000",15,4,2006,,,108.02,12,74-2,1,N,,신반포로,00171,00000,3121017,01,11650,0,11650,,10600,잠원동,100000.0,2006-04-15
653,,에이아이디차관주택,11650-209,968,0,1974,,,,"90,000",11,4,2006,,,72.51,5,968,1,N,,신반포로,00032,00000,3121017,02,11650,0,11650,,10700,반포동,90000.0,2006-04-11
654,,잠원현대훼밀리,11650-138,59,3,1997,,,,"46,000",18,4,2006,,,59.56,6,59-3,1,N,,신반포로,00261,00000,3121017,01,11650,0,11650,,10600,잠원동,46000.0,2006-04-18
655,,서초삼성래미안,11650-24,1641,1,2001,,,,"84,000",18,4,2006,,,84.97,9,1641-1,1,N,,사임당로17길,00116,00000,4163313,01,11650,0,11650,,10800,서초동,84000.0,2006-04-18
656,,한라,11650-483,67,0,1994,,,,"41,750",10,4,2006,,,59.98,5,67,1,N,,바우뫼로,00033,00000,3121009,02,11650,0,11650,,10300,우면동,41750.0,2006-04-10
657,,신영체르니,11650-461,90,0,2002,,,,"15,000",10,4,2006,,,39.1,8,90,1,N,,논현로27길,00057,00000,4163097,01,11650,0,11650,,10200,양재동,15000.0,2006-04-10
658,,노블레스,11650-98,59,12,2000,,,,"85,000",18,4,2006,,,135.27,8,59-12,1,N,,신반포로,00287,00000,3121017,01,11650,0,11650,,10600,잠원동,85000.0,2006-04-18
659,,삼익,11650-305,1018,1,1981,,,,"57,000",11,4,2006,,,89.12,7,1018-1,1,N,,효령로34길,00079,00000,4163634,01,11650,0,11650,,10100,방배동,57000.0,2006-04-11
660,,우성1,11650-56,1336,0,1979,,,,"87,000",17,4,2006,,,100.25,6,1336,1,N,,서운로,00062,00000,3121016,01,11650,0,11650,,10800,서초동,87000.0,2006-04-17
661,,방배대우멤버스카운티201,11650-507,809,26,2003,,,,"59,500",13,4,2006,,,112.9,5,809-26,1,N,,동광로22길,00032,00000,4163120,01,11650,0,11650,,10100,방배동,59500.0,2006-04-13
662,,동아,11650-102,157,0,2002,,,,"52,000",16,4,2006,,,59.92,13,157,1,N,,신반포로33길,00015,00000,4163453,01,11650,0,11650,,10600,잠원동,52000.0,2006-04-16
663,,그랑빌,11650-161,110,6,2001,,,,"125,000",18,4,2006,,,244.93,1,110-6,1,N,,사평대로14길,00023,00000,4163322,01,11650,0,11650,,10700,반포동,125000.0,2006-04-18
664,,그랑빌,11650-161,110,6,2001,,,,"147,500",15,4,2006,,,243.82,7,110-6,1,N,,사평대로14길,00023,00000,4163322,01,11650,0,11650,,10700,반포동,147500.0,2006-04-15
665,,반포미도2차아파트,11650-173,60,5,1989,,,,"55,800",15,4,2006,,,71.49,4,60-5,1,N,,사평대로,00240,00000,2121001,02,11650,0,11650,,10700,반포동,55800.0,2006-04-15
666,,한신3차,11650-206,1,1,1978,,,,"102,000",14,4,2006,,,108.89,10,1-1,1,N,,신반포로19길,00010,00000,4163451,01,11650,0,11650,,10700,반포동,102000.0,2006-04-14
667,,신반포10,11650-108,58,16,1981,,,,"37,500",22,4,2006,,,53.88,2,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,37500.0,2006-04-22
668,,서초코아,11650-555,1465,7,2003,,,,"28,000",17,4,2006,,,70.57,5,1465-7,1,N,,남부순환로317길,00018,00016,4163069,01,11650,0,11650,,10800,서초동,28000.0,2006-04-17
669,,반포대우멤버스카운티,11650-499,111,11,2003,,,,"48,700",13,4,2006,,,98.37,3,111-11,1,N,,사평대로16길,00014,00000,4163323,01,11650,0,11650,,10700,반포동,48700.0,2006-04-13
670,,덕산럭스,11650-390,460,1,2002,,,,"60,000",10,4,2006,,,147.46,2,460-1,1,N,,청두곶10길,00006,00000,4163561,01,11650,0,11650,,10100,방배동,60000.0,2006-04-10
671,,방배한화,11650-369,169,24,2001,,,,"59,000",12,4,2006,,,84.7,12,169-24,1,N,,효령로33길,00066,00031,4163633,01,11650,0,11650,,10100,방배동,59000.0,2006-04-12
672,,동아,11650-102,157,0,2002,,,,"61,800",13,4,2006,,,59.8,4,157,1,N,,신반포로33길,00015,00000,4163453,01,11650,0,11650,,10600,잠원동,61800.0,2006-04-13
673,,양재테크노빌,11650-435,286,6,2001,,,,"34,600",14,4,2006,,,83.42,3,286-6,1,N,,논현로11길,00020,00000,4163092,01,11650,0,11650,,10200,양재동,34600.0,2006-04-14
674,,한라,11650-483,67,0,1994,,,,"44,000",10,4,2006,,,59.98,4,67,1,N,,바우뫼로,00033,00000,3121009,02,11650,0,11650,,10300,우면동,44000.0,2006-04-10
675,,한강,11650-144,49,8,1989,,,,"74,800",14,4,2006,,,84.53,7,49-8,1,N,,잠원로,00213,00010,3121019,01,11650,0,11650,,10600,잠원동,74800.0,2006-04-14
676,,강변,11650-97,53,15,1987,,,,"55,700",17,4,2006,,,66.29,4,53-15,1,N,,잠원로,00166,00017,3121019,01,11650,0,11650,,10600,잠원동,55700.0,2006-04-17
677,,신반포청구,11650-141,63,2,1998,,,,"84,000",20,4,2006,,,84.86,11,63-2,1,N,,신반포로33길,00066,00000,4163453,01,11650,0,11650,,10600,잠원동,84000.0,2006-04-20
678,,동성라벨뷰,11650-629,98,7,2005,,,,"74,000",10,4,2006,,,159.72,5,98-7,1,N,,사평대로22길,00091,00000,4163327,01,11650,0,11650,,10700,반포동,74000.0,2006-04-10
679,,서초래미안,11650-523,1682,0,2003,,,,"133,000",12,4,2006,,,126.31,22,1682,1,N,,서초대로65길,00013,00010,4163425,01,11650,0,11650,,10800,서초동,133000.0,2006-04-12
680,,유원서초,11650-62,1687,0,1993,,,,"72,500",11,4,2006,,,84.82,10,1687,1,N,,서초중앙로24길,00043,00000,4163710,01,11650,0,11650,,10800,서초동,72500.0,2006-04-11
681,,한양,11650-233,32,5,1982,,,,"150,000",14,4,2006,,,155.17,9,32-5,1,N,,서초중앙로,00220,00000,3121024,02,11650,0,11650,,10700,반포동,150000.0,2006-04-14
682,,잠원현대훼밀리,11650-138,59,3,1997,,,,"67,000",13,4,2006,,,84.51,12,59-3,1,N,,신반포로,00261,00000,3121017,01,11650,0,11650,,10600,잠원동,67000.0,2006-04-13
683,,신화,11650-132,54,7,1997,,,,"44,500",24,4,2006,,,81.37,1,54-7,1,N,,잠원로14길,00054,00000,4163526,01,11650,0,11650,,10600,잠원동,44500.0,2006-04-24
684,,리안하우스,11650-711,1491,8,2004,,,,"68,500",20,4,2006,,,128.15,7,1491-8,1,N,,명달로11길,00006,00000,4163181,01,11650,0,11650,,10800,서초동,68500.0,2006-04-20
685,,새티스,11650-595,1435,2,2003,,,,"26,700",7,4,2006,,,68.25,6,1435-2,1,N,,남부순환로337가길,00051,00006,4163077,01,11650,0,11650,,10800,서초동,26700.0,2006-04-07
686,,신반포25,11650-122,61,1,1984,,,,"124,800",9,4,2006,,,117.06,12,61-1,1,N,,잠원로,00136,00000,3121019,01,11650,0,11650,,10600,잠원동,124800.0,2006-04-09
687,,동고,11650-480,59,0,1995,,,,"57,000",14,4,2006,,,77.14,11,59,1,N,,바우뫼로7길,00029,00000,4163219,01,11650,0,11650,,10300,우면동,57000.0,2006-04-14
688,,임광,11650-341,1015,0,1985,,,,"55,000",17,4,2006,,,84.78,7,1015,1,N,,방배로,00014,00000,3121010,01,11650,0,11650,,10100,방배동,55000.0,2006-04-17
689,,신반포2,11650-117,73,0,1978,,,,"58,500",13,4,2006,,,68.91,9,73,1,N,,신반포로23길,00041,00000,4163452,01,11650,0,11650,,10600,잠원동,58500.0,2006-04-13
690,,신반포10,11650-108,58,16,1981,,,,"40,000",13,4,2006,,,54.11,6,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,40000.0,2006-04-13
691,,서초래미안,11650-523,1682,0,2003,,,,"134,000",13,4,2006,,,111.32,19,1682,1,N,,서초대로65길,00013,00010,4163425,01,11650,0,11650,,10800,서초동,134000.0,2006-04-13
692,,삼익,11650-305,1018,1,1981,,,,"55,000",15,4,2006,,,89.12,4,1018-1,1,N,,효령로34길,00079,00000,4163634,01,11650,0,11650,,10100,방배동,55000.0,2006-04-15
693,,신반포2,11650-117,73,0,1978,,,,"133,000",12,4,2006,,,135.97,2,73,1,N,,신반포로23길,00041,00000,4163452,01,11650,0,11650,,10600,잠원동,133000.0,2006-04-12
694,,브라운스톤잠원,11650-530,67,2,2003,,,,"87,000",14,4,2006,,,84.94,8,67-2,1,N,,잠원로,00046,00038,3121019,01,11650,0,11650,,10600,잠원동,87000.0,2006-04-14
695,,한라,11650-483,67,0,1994,,,,"38,000",13,4,2006,,,59.98,1,67,1,N,,바우뫼로,00033,00000,3121009,02,11650,0,11650,,10300,우면동,38000.0,2006-04-13
696,,방배승원아트빌,11650-575,970,13,2003,,,,"51,600",10,4,2006,,,124.86,5,970-13,1,N,,도구로,00055,00000,3121003,01,11650,0,11650,,10100,방배동,51600.0,2006-04-10
697,,서초에버빌,11650-554,1364,37,2003,,,,"50,000",7,4,2006,,,127.59,2,1364-37,1,N,,남부순환로347길,00021,00016,4163084,01,11650,0,11650,,10800,서초동,50000.0,2006-04-07
698,,신동아아파트(1차),11650-53,1333,0,1978,,,,"69,800",16,4,2006,,,88.68,4,1333,1,N,,사임당로,00137,00000,3121014,01,11650,0,11650,,10800,서초동,69800.0,2006-04-16
699,,대건딜라이트,11650-566,593,19,2003,,,,"101,000",13,4,2006,,,249.9,5,593-19,1,N,,남부순환로297길,00044,00000,4163062,01,11650,0,11650,,10100,방배동,101000.0,2006-04-13
700,,신반포24,11650-121,52,1,1984,,,,"150,000",10,4,2006,,,142.0,4,52-1,1,N,,잠원로12길,00013,00000,4163525,01,11650,0,11650,,10600,잠원동,150000.0,2006-04-10
701,,신반포5,11650-126,64,8,1980,,,,"90,000",20,4,2006,,,101.91,8,64-8,1,N,,잠원로,00127,00000,3121019,01,11650,0,11650,,10600,잠원동,90000.0,2006-04-20
702,,방배동동양파라곤,11650-654,992,8,2004,,,,"133,748",12,4,2006,,,227.66,11,992-8,1,N,,남부순환로309길,00067,00000,4163067,01,11650,0,11650,,10100,방배동,133748.0,2006-04-12
703,,방배한화,11650-369,169,24,2001,,,,"71,000",21,4,2006,,,112.68,2,169-24,1,N,,효령로33길,00066,00031,4163633,01,11650,0,11650,,10100,방배동,71000.0,2006-04-21
704,,방배동동양파라곤,11650-654,992,8,2004,,,,"138,648",12,4,2006,,,233.21,9,992-8,1,N,,남부순환로309길,00067,00000,4163067,01,11650,0,11650,,10100,방배동,138648.0,2006-04-12
705,,서초한신리빙타워,11650-44,1533,0,1999,,,,"17,800",18,4,2006,,,42.55,9,1533,1,N,,효령로,00237,00000,3121021,02,11650,0,11650,,10800,서초동,17800.0,2006-04-18
706,,대림서초리시온,11650-605,1671,5,2003,,,,"21,800",1,4,2006,,,49.92,8,1671-5,1,N,,서초중앙로22길,00025,00000,4163707,01,11650,0,11650,,10800,서초동,21800.0,2006-04-01
707,,서초한빛삼성,11650-42,1509,1,1999,,,,"40,000",4,4,2006,,,59.52,6,1509-1,1,N,,서초대로40길,00072,00000,4163406,01,11650,0,11650,,10800,서초동,40000.0,2006-04-04
708,,코오롱,11650-482,70,0,1994,,,,"31,000",10,4,2006,,,52.47,1,70,1,N,,바우뫼로,00053,00000,3121009,02,11650,0,11650,,10300,우면동,31000.0,2006-04-10
709,,신반포13,11650-111,52,2,1981,,,,"140,000",7,4,2006,,,141.53,11,52-2,1,N,,잠원로14길,00042,00000,4163526,01,11650,0,11650,,10600,잠원동,140000.0,2006-04-07
710,,삼풍아파트,11650-28,1685,0,1988,,,,"90,000",10,4,2006,,,79.47,3,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,90000.0,2006-04-10
711,,무지개,11650-20,1335,0,1978,,,,"86,300",13,4,2006,,,101.1,3,1335,1,N,,효령로,00391,00000,3121021,02,11650,0,11650,,10800,서초동,86300.0,2006-04-13
712,,무지개,11650-20,1335,0,1978,,,,"90,000",11,4,2006,,,101.1,10,1335,1,N,,효령로,00391,00000,3121021,02,11650,0,11650,,10800,서초동,90000.0,2006-04-11
713,,무지개,11650-20,1335,0,1978,,,,"85,000",10,4,2006,,,101.81,1,1335,1,N,,효령로,00391,00000,3121021,02,11650,0,11650,,10800,서초동,85000.0,2006-04-10
714,,현대성우주상복합아파트,11650-700,1316,15,2002,,,,"76,000",11,4,2006,,,169.32,3,1316-15,1,N,,강남대로61길,00023,00000,4163028,01,11650,0,11650,,10800,서초동,76000.0,2006-04-11
715,,동아,11650-102,157,0,2002,,,,"59,250",7,4,2006,,,59.8,4,157,1,N,,신반포로33길,00015,00000,4163453,01,11650,0,11650,,10600,잠원동,59250.0,2006-04-07
716,,반포훼미리(101동),11650-259,713,1,2002,,,,"41,400",8,4,2006,,,84.12,11,713-1,1,N,,주흥11길,00040,00000,4163549,01,11650,0,11650,,10700,반포동,41400.0,2006-04-08
717,,동고,11650-480,59,0,1995,,,,"66,000",8,4,2006,,,84.96,14,59,1,N,,바우뫼로7길,00029,00000,4163219,01,11650,0,11650,,10300,우면동,66000.0,2006-04-08
718,,삼익,11650-305,1018,1,1981,,,,"53,000",20,4,2006,,,89.12,11,1018-1,1,N,,효령로34길,00079,00000,4163634,01,11650,0,11650,,10100,방배동,53000.0,2006-04-20
719,,한신15차,11650-204,12,0,1982,,,,"192,500",16,4,2006,,,181.47,1,12,1,N,,신반포로15길,00005,00000,4163450,01,11650,0,11650,,10700,반포동,192500.0,2006-04-16
720,,방배대우멤버스카운티502,11650-750,801,5,2004,,,,"83,000",7,4,2006,,,172.97,1,801-5,1,N,,동광로28길,00019,00000,4163123,01,11650,0,11650,,10100,방배동,83000.0,2006-04-07
721,,월드빌리지,11650-337,838,1,1999,,,,"137,000",11,4,2006,,,244.03,3,838-1,1,N,,서초대로25길,00080,00000,4163393,01,11650,0,11650,,10100,방배동,137000.0,2006-04-11
722,,동원베네스트아파트,11650-88,1350,13,2002,,,,"53,500",5,4,2006,,,84.9,8,1350-13,1,N,,효령로74길,00057,00000,4163658,01,11650,0,11650,,10800,서초동,53500.0,2006-04-05
723,,금호베스트빌,11650-156,58,0,2002,,,,"85,000",8,4,2006,,,84.97,6,58,1,N,,나루터로,00046,00000,3121002,01,11650,0,11650,,10600,잠원동,85000.0,2006-04-08
724,,미주파스텔,11650-103,54,0,2002,,,,"60,000",12,4,2006,,,84.64,7,54,1,N,,잠원로,00166,00004,3121019,01,11650,0,11650,,10600,잠원동,60000.0,2006-04-12
725,,서초래미안,11650-523,1682,0,2003,,,,"132,000",15,4,2006,,,111.32,22,1682,1,N,,서초대로65길,00013,00010,4163425,01,11650,0,11650,,10800,서초동,132000.0,2006-04-15
726,,대우(효령),11650-272,1038,0,1992,,,,"59,700",11,4,2006,,,84.91,3,1038,1,N,,효령로,00084,00000,3121021,01,11650,0,11650,,10100,방배동,59700.0,2006-04-11
727,,우성,11650-440,154,2,1991,,,,"60,000",7,4,2006,,,84.58,15,154-2,1,N,,바우뫼로,00091,00000,3121009,01,11650,0,11650,,10200,양재동,60000.0,2006-04-07
728,,동고,11650-480,59,0,1995,,,,"68,000",17,4,2006,,,84.96,11,59,1,N,,바우뫼로7길,00029,00000,4163219,01,11650,0,11650,,10300,우면동,68000.0,2006-04-17
729,,우성,11650-440,154,2,1991,,,,"59,750",13,4,2006,,,84.58,11,154-2,1,N,,바우뫼로,00091,00000,3121009,01,11650,0,11650,,10200,양재동,59750.0,2006-04-13
730,,방배우성,11650-331,2525,0,1991,,,,"53,000",5,4,2006,,,84.99,11,2525,1,N,,방배선행길,00001,00000,4163671,01,11650,0,11650,,10100,방배동,53000.0,2006-04-05
731,,서초드림하이츠,11650-603,1617,26,2003,,,,"26,000",14,4,2006,,,77.25,5,1617-26,1,N,,서리풀2길,00020,00000,4163366,01,11650,0,11650,,10800,서초동,26000.0,2006-04-14
732,,삼호한숲,11650-315,1030,1,1998,,,,"39,900",13,4,2006,,,59.98,13,1030-1,1,N,,방배로3길,00010,00003,4163274,01,11650,0,11650,,10100,방배동,39900.0,2006-04-13
733,,한신타워,11650-150,71,11,1996,,,,"56,000",5,4,2006,,,59.4,8,71-11,1,N,,잠원로3길,00008,00000,4163527,01,11650,0,11650,,10600,잠원동,56000.0,2006-04-05
734,,신반포14,11650-112,74,0,1983,,,,"85,200",4,4,2006,,,104.74,2,74,1,N,,신반포로23길,00031,00000,4163452,01,11650,0,11650,,10600,잠원동,85200.0,2006-04-04
735,,킴스빌리지,11650-142,71,12,1996,,,,"14,450",4,4,2006,,,23.7,11,71-12,1,N,,잠원로3길,00006,00000,4163527,01,11650,0,11650,,10600,잠원동,14450.0,2006-04-04
736,,방배샤인힐6차,11650-611,840,1,2003,,,,"63,000",5,4,2006,,,163.6,2,840-1,1,N,,동광로24길,00045,00000,4163121,01,11650,0,11650,,10100,방배동,63000.0,2006-04-05
737,,서초삼성래미안,11650-24,1641,1,2001,,,,"70,000",8,4,2006,,,84.97,1,1641-1,1,N,,사임당로17길,00116,00000,4163313,01,11650,0,11650,,10800,서초동,70000.0,2006-04-08
738,,방배2차상지리츠빌,11650-392,593,24,2002,,,,"78,000",12,4,2006,,,163.48,3,593-24,1,N,,남부순환로297라길,00009,00000,4163065,01,11650,0,11650,,10100,방배동,78000.0,2006-04-12
739,,파크사이드,11650-464,333,9,2002,,,,"32,700",3,4,2006,,,65.33,6,333-9,1,N,,동산로6길,00002,00000,4163150,01,11650,0,11650,,10200,양재동,32700.0,2006-04-03
740,,삼풍아파트,11650-28,1685,0,1988,,,,"150,000",7,4,2006,,,130.23,3,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,150000.0,2006-04-07
741,,임광,11650-341,1015,0,1985,,,,"85,000",3,4,2006,,,136.38,3,1015,1,N,,방배로,00014,00000,3121010,01,11650,0,11650,,10100,방배동,85000.0,2006-04-03
742,,동고,11650-480,59,0,1995,,,,"55,700",4,4,2006,,,77.14,9,59,1,N,,바우뫼로7길,00029,00000,4163219,01,11650,0,11650,,10300,우면동,55700.0,2006-04-04
743,,서초삼성래미안,11650-24,1641,1,2001,,,,"72,000",4,4,2006,,,84.97,10,1641-1,1,N,,사임당로17길,00116,00000,4163313,01,11650,0,11650,,10800,서초동,72000.0,2006-04-04
744,,서초삼성래미안,11650-24,1641,1,2001,,,,"105,000",5,4,2006,,,121.66,7,1641-1,1,N,,사임당로17길,00116,00000,4163313,01,11650,0,11650,,10800,서초동,105000.0,2006-04-05
745,,반포경남아파트,11650-159,1,8,1978,,,,"52,000",7,4,2006,,,73.5,1,1-8,1,N,,신반포로,00137,00000,3121017,02,11650,0,11650,,10700,반포동,52000.0,2006-04-07
746,,상지리츠빌8차,11650-627,1,35,2005,,,,"78,928",18,4,2006,,,125.75,3,1-35,1,N,,동광로27길,00047,00000,4163122,01,11650,0,11650,,10100,방배동,78928.0,2006-04-18
747,,판테옹-2,11650-572,803,3,2003,,,,"52,000",10,4,2006,,,119.96,4,803-3,1,N,,동광로,00114,00000,3121004,01,11650,0,11650,,10100,방배동,52000.0,2006-04-10
