,aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate,roadNm,roadNmBonbun,roadNmBubun,roadNmCd,roadNmSeq,roadNmSggCd,roadNmbCd,sggCd,slerGbn,umdCd,umdNm,dealAmount_clean,dealDate
21,,한신진일빌라트,11650-148,61,0,1996,,,,"79,500",23,1,2006,,,161.33,3,61,1,N,,잠원로,00132,00000,3121019,01,11650,0,11650,,10600,잠원동,79500.0,2006-01-23
22,,신동아아파트(1차),11650-53,1333,0,1978,,,,"67,800",21,1,2006,,,101.6,3,1333,1,N,,사임당로,00137,00000,3121014,01,11650,0,11650,,10800,서초동,67800.0,2006-01-21
23,,신반포5,11650-126,64,8,1980,,,,"75,250",20,1,2006,,,101.91,12,64-8,1,N,,잠원로,00127,00000,3121019,01,11650,0,11650,,10600,잠원동,75250.0,2006-01-20
24,,방배한화,11650-369,169,24,2001,,,,"78,000",23,1,2006,,,124.39,5,169-24,1,N,,효령로33길,00066,00031,4163633,01,11650,0,11650,,10100,방배동,78000.0,2006-01-23
25,,상록리츠콤(878-16),11650-617,878,16,2003,,,,"50,000",27,1,2006,,,139.74,4,878-16,1,N,,서초대로29길,00022,00015,4163397,01,11650,0,11650,,10100,방배동,50000.0,2006-01-27
26,,한강,11650-144,49,8,1989,,,,"67,900",20,1,2006,,,84.53,12,49-8,1,N,,잠원로,00213,00010,3121019,01,11650,0,11650,,10600,잠원동,67900.0,2006-01-20
27,,삼환나띠르빌(1002-8),11650-410,1002,8,2003,,,,"49,000",24,1,2006,,,84.98,7,1002-8,1,N,,명달로,00033,00000,3121008,01,11650,0,11650,,10100,방배동,49000.0,2006-01-24
28,,방배신삼호,11650-323,725,0,1983,,,,"73,500",22,1,2006,,,105.04,7,725,1,N,,방배로,00270,00000,3121010,01,11650,0,11650,,10100,방배동,73500.0,2006-01-22
29,,대우(효령),11650-272,1038,0,1992,,,,"62,000",20,1,2006,,,84.91,9,1038,1,N,,효령로,00084,00000,3121021,01,11650,0,11650,,10100,방배동,62000.0,2006-01-20
30,,월드메르디앙B,11650-89,1633,1,2002,,,,"76,500",24,1,2006,,,131.9,6,1633-1,1,N,,서초대로64길,00093,00000,4163424,01,11650,0,11650,,10800,서초동,76500.0,2006-01-24
31,,방배엔스위트,11650-726,481,11,2004,,,,"41,000",31,1,2006,,,93.36,8,481-11,1,N,,효령로2길,00030,00000,4163631,01,11650,0,11650,,10100,방배동,41000.0,2006-01-31
32,,서초한빛삼성,11650-42,1509,1,1999,,,,"72,500",24,1,2006,,,99.09,12,1509-1,1,N,,서초대로40길,00072,00000,4163406,01,11650,0,11650,,10800,서초동,72500.0,2006-01-24
33,,리치스,11650-676,391,12,2001,,,,"35,500",18,1,2006,,,84.68,5,391-12,1,N,,동산로14길,00017,00000,4163145,01,11650,0,11650,,10200,양재동,35500.0,2006-01-18
34,,방배신삼호,11650-323,725,0,1983,,,,"115,000",16,1,2006,,,164.97,10,725,1,N,,방배로,00270,00000,3121010,01,11650,0,11650,,10100,방배동,115000.0,2006-01-16
35,,서초현대,11650-46,1648,2,1999,,,,"42,800",18,1,2006,,,59.4,8,1648-2,1,N,,사임당로19길,00010,00000,4163315,01,11650,0,11650,,10800,서초동,42800.0,2006-01-18
36,,삼호1동~3동,11650-309,770,1,1975,,,,"68,000",23,1,2006,,,116.13,9,770-1,1,N,,방배로43길,00021,00000,4163277,01,11650,0,11650,,10100,방배동,68000.0,2006-01-23
37,,신반포16,11650-113,55,12,1983,,,,"34,700",7,1,2006,,,52.26,6,55-12,1,N,,잠원로,00157,00000,3121019,01,11650,0,11650,,10600,잠원동,34700.0,2006-01-07
38,,한신서래,11650-232,70,1,1987,,,,"25,500",16,1,2006,,,45.72,3,70-1,1,N,,사평대로28길,00031,00000,4163330,01,11650,0,11650,,10700,반포동,25500.0,2006-01-16
39,,현대동궁아파트,11650-236,64,5,1991,,,,"43,000",9,1,2006,,,70.38,12,64-5,1,N,,사평대로,00154,00000,2121001,02,11650,0,11650,,10700,반포동,43000.0,2006-01-09
40,,신반포11,11650-109,58,24,1981,,,,"119,700",9,1,2006,,,141.53,8,58-24,1,N,,나루터로4길,00061,00000,4163049,01,11650,0,11650,,10600,잠원동,119700.0,2006-01-09
41,,현대,11650-152,53,0,1993,,,,"62,000",12,1,2006,,,84.87,11,53,1,N,,잠원로12길,00004,00000,4163525,01,11650,0,11650,,10600,잠원동,62000.0,2006-01-12
42,,우성아파트,11650-60,1326,17,1998,,,,"66,000",16,1,2006,,,84.93,11,1326-17,1,N,,서초대로74길,00030,00000,4163433,01,11650,0,11650,,10800,서초동,66000.0,2006-01-16
43,,서초래미안,11650-523,1682,0,2003,,,,"80,000",8,1,2006,,,84.95,8,1682,1,N,,서초대로65길,00013,00010,4163425,01,11650,0,11650,,10800,서초동,80000.0,2006-01-08
44,,신반포10,11650-108,58,16,1981,,,,"48,000",4,1,2006,,,77.1,1,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,48000.0,2006-01-04
45,,한신,11650-145,56,3,1992,,,,"73,000",16,1,2006,,,84.52,10,56-3,1,N,,잠원로,00150,00000,3121019,01,11650,0,11650,,10600,잠원동,73000.0,2006-01-16
46,,훼미리,11650-154,51,0,1992,,,,"62,000",7,1,2006,,,84.83,18,51,1,N,,잠원로,00202,00011,3121019,01,11650,0,11650,,10600,잠원동,62000.0,2006-01-07
47,,대림,11650-479,57,0,1995,,,,"95,000",2,1,2006,,,130.89,12,57,1,N,,바우뫼로7길,00051,00000,4163219,01,11650,0,11650,,10300,우면동,95000.0,2006-01-02
48,,반포경남아파트,11650-159,1,8,1978,,,,"48,750",4,1,2006,,,72.28,1,1-8,1,N,,신반포로,00137,00000,3121017,02,11650,0,11650,,10700,반포동,48750.0,2006-01-04
49,,더미켈란,11650-626,1494,4,2005,,,,"180,000",10,1,2006,,,244.58,2,1494-4,1,N,,명달로,00091,00000,3121008,02,11650,0,11650,,10800,서초동,180000.0,2006-01-10
50,,서초현대,11650-46,1648,2,1999,,,,"30,000",17,1,2006,,,54.45,6,1648-2,1,N,,사임당로19길,00010,00000,4163315,01,11650,0,11650,,10800,서초동,30000.0,2006-01-17
51,,강변,11650-97,53,15,1987,,,,"46,500",4,1,2006,,,66.29,13,53-15,1,N,,잠원로,00166,00017,3121019,01,11650,0,11650,,10600,잠원동,46500.0,2006-01-04
52,,삼풍아파트,11650-28,1685,0,1988,,,,"74,000",2,1,2006,,,79.47,6,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,74000.0,2006-01-02
53,,신동아아파트(1차),11650-53,1333,0,1978,,,,"45,200",2,1,2006,,,75.86,10,1333,1,N,,사임당로,00130,00000,3121014,00,11650,,11650,,10800,서초동,45200.0,2006-01-02
54,,방배2차현대홈타운,11650-380,2001,0,2001,,,,"81,000",5,1,2006,,,114.74,4,2001,1,N,,서초대로1길,00034,00000,4163389,01,11650,0,11650,,10100,방배동,81000.0,2006-01-05
55,,신반포2,11650-117,73,0,1978,,,,"90,500",6,1,2006,,,107.31,9,73,1,N,,신반포로23길,00041,00000,4163452,01,11650,0,11650,,10600,잠원동,90500.0,2006-01-06
56,,유원서초,11650-62,1687,0,1993,,,,"61,000",12,1,2006,,,84.82,10,1687,1,N,,서초중앙로24길,00043,00000,4163710,01,11650,0,11650,,10800,서초동,61000.0,2006-01-12
57,,반포주공1단지,11650-175,757,0,1973,,,,"118,000",6,1,2006,,,107.47,5,757,1,N,,신반포로,00045,00000,3121017,02,11650,0,11650,,10700,반포동,118000.0,2006-01-06
58,,신반포2,11650-117,73,0,1978,,,,"72,000",5,1,2006,,,93.71,7,73,1,N,,신반포로23길,00041,00000,4163452,01,11650,0,11650,,10600,잠원동,72000.0,2006-01-05
59,,무지개,11650-20,1335,0,1978,,,,"51,600",8,1,2006,,,77.71,11,1335,1,N,,효령로,00391,00000,3121021,02,11650,0,11650,,10800,서초동,51600.0,2006-01-08
60,,신반포6,11650-127,74,2,1980,,,,"75,500",4,1,2006,,,107.81,9,74-2,1,N,,신반포로,00171,00000,3121017,01,11650,0,11650,,10600,잠원동,75500.0,2006-01-04
61,,신반포5,11650-126,64,8,1980,,,,"71,000",3,1,2006,,,101.91,10,64-8,1,N,,잠원로,00127,00000,3121019,01,11650,0,11650,,10600,잠원동,71000.0,2006-01-03
62,,우성,11650-440,154,2,1991,,,,"50,000",5,1,2006,,,84.88,13,154-2,1,N,,바우뫼로,00091,00000,3121009,01,11650,0,11650,,10200,양재동,50000.0,2006-01-05
63,,에이아이디차관주택,11650-209,968,0,1974,,,,"70,000",3,1,2006,,,72.51,5,968,1,N,,신반포로,00032,00000,3121017,02,11650,0,11650,,10700,반포동,70000.0,2006-01-03
64,,반포주공1단지,11650-175,757,0,1973,,,,"125,000",2,1,2006,,,107.47,2,757,1,N,,신반포로,00045,00000,3121017,02,11650,0,11650,,10700,반포동,125000.0,2006-01-02
65,,에이아이디차관주택,11650-209,968,0,1974,,,,"76,000",2,1,2006,,,72.51,4,968,1,N,,신반포로,00032,00000,3121017,02,11650,0,11650,,10700,반포동,76000.0,2006-01-02
66,,노블레스,11650-98,59,12,2000,,,,"69,500",11,1,2006,,,152.01,8,59-12,1,N,,신반포로,00287,00000,3121017,01,11650,0,11650,,10600,잠원동,69500.0,2006-01-11
67,,임광,11650-341,1015,0,1985,,,,"92,500",10,1,2006,,,136.38,7,1015,1,N,,방배로,00014,00000,3121010,01,11650,0,11650,,10100,방배동,92500.0,2006-01-10
68,,대우(효령),11650-272,1038,0,1992,,,,"48,800",13,1,2006,,,84.93,2,1038,1,N,,효령로,00084,00000,3121021,01,11650,0,11650,,10100,방배동,48800.0,2006-01-13
69,,래미안방배아트힐(1008-2),11650-658,1008,2,2004,,,,"15,000",13,1,2006,,,127.61,5,1008-2,1,N,,남부순환로,02311,00012,2000003,01,11650,0,11650,,10100,방배동,15000.0,2006-01-13
70,,신반포9,11650-130,60,6,1981,,,,"50,500",7,1,2006,,,75.95,5,60-6,1,N,,신반포로33길,00030,00000,4163453,01,11650,0,11650,,10600,잠원동,50500.0,2006-01-07
71,,서초한빛삼성,11650-42,1509,1,1999,,,,"65,000",3,1,2006,,,99.09,2,1509-1,1,N,,서초대로40길,00072,00000,4163406,01,11650,0,11650,,10800,서초동,65000.0,2006-01-03
72,,한신,11650-145,56,3,1992,,,,"65,000",12,1,2006,,,84.52,2,56-3,1,N,,잠원로,00150,00000,3121019,01,11650,0,11650,,10600,잠원동,65000.0,2006-01-12
73,,신반포8,11650-129,60,3,1981,,,,"35,600",10,1,2006,,,52.74,8,60-3,1,N,,나루터로4길,00028,00000,4163049,01,11650,0,11650,,10600,잠원동,35600.0,2006-01-10
74,,현대성우주상복합아파트,11650-700,1316,15,2002,,,,"65,000",12,1,2006,,,133.48,5,1316-15,1,N,,강남대로61길,00023,00000,4163028,01,11650,0,11650,,10800,서초동,65000.0,2006-01-12
75,,신반포8,11650-129,60,3,1981,,,,"33,300",3,1,2006,,,52.74,12,60-3,1,N,,나루터로4길,00028,00000,4163049,01,11650,0,11650,,10600,잠원동,33300.0,2006-01-03
76,,청목아트빌,11650-224,95,14,2001,,,,"38,000",3,1,2006,,,110.01,3,95-14,1,N,,사평대로22길,00027,00000,4163327,01,11650,0,11650,,10700,반포동,38000.0,2006-01-03
77,,방배우성,11650-331,2525,0,1991,,,,"73,000",11,1,2006,,,117.19,10,2525,1,N,,방배선행길,00001,00000,4163671,01,11650,0,11650,,10100,방배동,73000.0,2006-01-11
78,,신동아아파트(1차),11650-53,1333,0,1978,,,,"47,800",4,1,2006,,,75.86,8,1333,1,N,,사임당로,00130,00000,3121014,00,11650,,11650,,10800,서초동,47800.0,2006-01-04
79,,신반포14,11650-112,74,0,1983,,,,"75,500",6,1,2006,,,104.74,9,74,1,N,,신반포로23길,00031,00000,4163452,01,11650,0,11650,,10600,잠원동,75500.0,2006-01-06
80,,한양,11650-151,66,0,1979,,,,"75,000",4,1,2006,,,106.08,8,66,1,N,,잠원로,00062,00000,3121019,01,11650,0,11650,,10600,잠원동,75000.0,2006-01-04
81,,방배신삼호,11650-323,725,0,1983,,,,"100,000",11,1,2006,,,164.97,5,725,1,N,,방배로,00270,00000,3121010,01,11650,0,11650,,10100,방배동,100000.0,2006-01-11
82,,신동아아파트(1차),11650-53,1333,0,1978,,,,"44,000",10,1,2006,,,75.86,6,1333,1,N,,사임당로,00137,00000,3121014,01,11650,0,11650,,10800,서초동,44000.0,2006-01-10
83,,반포미도,11650-172,60,4,1987,,,,"70,000",7,1,2006,,,84.96,14,60-4,1,N,,서초중앙로29길,00028,00000,4163713,01,11650,0,11650,,10700,반포동,70000.0,2006-01-07
84,,신반포16,11650-113,55,12,1983,,,,"33,500",4,1,2006,,,52.32,8,55-12,1,N,,잠원로,00157,00000,3121019,01,11650,0,11650,,10600,잠원동,33500.0,2006-01-04
85,,반포미도,11650-172,60,4,1987,,,,"67,000",11,1,2006,,,84.96,12,60-4,1,N,,서초중앙로29길,00028,00000,4163713,01,11650,0,11650,,10700,반포동,67000.0,2006-01-11
86,,한신3차,11650-206,1,1,1978,,,,"79,000",10,1,2006,,,108.89,2,1-1,1,N,,신반포로19길,00010,00000,4163451,01,11650,0,11650,,10700,반포동,79000.0,2006-01-10
87,,동아,11650-102,157,0,2002,,,,"46,500",10,1,2006,,,59.92,11,157,1,N,,신반포로33길,00015,00000,4163453,01,11650,0,11650,,10600,잠원동,46500.0,2006-01-10
88,,아남,11650-54,1641,13,1989,,,,"54,000",4,1,2006,,,84.96,7,1641-13,1,N,,사임당로23길,00053,00000,4163318,01,11650,0,11650,,10800,서초동,54000.0,2006-01-04
89,,동아,11650-102,157,0,2002,,,,"66,000",6,1,2006,,,84.91,3,157,1,N,,신반포로33길,00015,00000,4163453,01,11650,0,11650,,10600,잠원동,66000.0,2006-01-06
90,,메이플라워,11650-529,65,1,2003,,,,"44,000",5,1,2006,,,83.82,7,65-1,1,N,,잠원로,00116,00000,3121019,01,11650,0,11650,,10600,잠원동,44000.0,2006-01-05
91,,방배임광3차,11650-342,1010,1,1988,,,,"38,000",12,1,2006,,,67.47,4,1010-1,1,N,,방배로2길,00024,00005,4163264,01,11650,0,11650,,10100,방배동,38000.0,2006-01-12
92,,반포경남아파트,11650-159,1,8,1978,,,,"68,000",10,1,2006,,,97.79,2,1-8,1,N,,신반포로,00137,00000,3121017,02,11650,0,11650,,10700,반포동,68000.0,2006-01-10
93,,방배신삼호,11650-323,725,0,1983,,,,"102,000",4,1,2006,,,164.55,9,725,1,N,,방배로,00270,00000,3121010,01,11650,0,11650,,10100,방배동,102000.0,2006-01-04
94,,삼익,11650-305,1018,1,1981,,,,"51,500",2,1,2006,,,89.12,7,1018-1,1,N,,효령로34길,00079,00000,4163634,01,11650,0,11650,,10100,방배동,51500.0,2006-01-02
95,,삼익,11650-305,1018,1,1981,,,,"50,000",5,1,2006,,,89.12,8,1018-1,1,N,,효령로34길,00079,00000,4163634,01,11650,0,11650,,10100,방배동,50000.0,2006-01-05
96,,동아,11650-102,157,0,2002,,,,"43,000",2,1,2006,,,59.92,3,157,1,N,,신반포로33길,00015,00000,4163453,01,11650,0,11650,,10600,잠원동,43000.0,2006-01-02
97,,유원서초,11650-62,1687,0,1993,,,,"62,000",13,1,2006,,,84.87,5,1687,1,N,,서초중앙로24길,00043,00000,4163710,01,11650,0,11650,,10800,서초동,62000.0,2006-01-13
98,,방배대우멤버스카운티501,11650-749,801,1,2004,,,,"79,800",12,1,2006,,,172.97,3,801-1,1,N,,동광로28길,00015,00000,4163123,01,11650,0,11650,,10100,방배동,79800.0,2006-01-12
99,,삼호2,11650-310,758,4,1976,,,,"77,000",9,1,2006,,,131.41,5,758-4,1,N,,방배로43길,00002,00000,4163277,01,11650,0,11650,,10100,방배동,77000.0,2006-01-09
100,,삼호가든맨션(4차),11650-195,30,18,1983,,,,"64,000",3,1,2006,,,96.6,9,30-18,1,N,,사평대로,00310,00008,2121001,02,11650,0,11650,,10700,반포동,64000.0,2006-01-03
101,,방배블레스밸리,11650-585,1019,3,2003,,,,"100,000",10,1,2006,,,182.33,8,1019-3,1,N,,효령로34길,00092,00000,4163634,01,11650,0,11650,,10100,방배동,100000.0,2006-01-10
102,,대우(효령),11650-272,1038,0,1992,,,,"55,000",12,1,2006,,,84.91,13,1038,1,N,,효령로,00084,00000,3121021,01,11650,0,11650,,10100,방배동,55000.0,2006-01-12
103,,서초이에스에이3차,11650-407,1006,1,2002,,,,"30,800",10,1,2006,,,59.4,5,1006-1,1,N,,명달로,00015,00000,3121008,01,11650,0,11650,,10100,방배동,30800.0,2006-01-10
104,,우성,11650-134,74,1,1978,,,,"105,500",2,1,2006,,,144.33,8,74-1,1,N,,신반포로23길,00005,00000,4163452,01,11650,0,11650,,10600,잠원동,105500.0,2006-01-02
105,,한라,11650-483,67,0,1994,,,,"40,000",10,1,2006,,,59.98,2,67,1,N,,바우뫼로,00033,00000,3121009,02,11650,0,11650,,10300,우면동,40000.0,2006-01-10
106,,한라,11650-483,67,0,1994,,,,"40,000",4,1,2006,,,59.98,3,67,1,N,,바우뫼로,00033,00000,3121009,02,11650,0,11650,,10300,우면동,40000.0,2006-01-04
107,,반포미도2차아파트,11650-173,60,5,1989,,,,"50,000",7,1,2006,,,71.49,12,60-5,1,N,,사평대로,00240,00000,2121001,02,11650,0,11650,,10700,반포동,50000.0,2006-01-07
108,,한신서래,11650-232,70,1,1987,,,,"24,000",2,1,2006,,,45.72,2,70-1,1,N,,사평대로28길,00031,00000,4163330,01,11650,0,11650,,10700,반포동,24000.0,2006-01-02
109,,길명오퍼스,11650-765,9,38,2005,,,,"36,000",15,2,2006,,,96.54,2,9-38,1,N,,강남대로30길,00051,00003,4163015,01,11650,0,11650,,10200,양재동,36000.0,2006-02-15
110,,금강프리빌,11650-291,940,8,2001,,,,"50,000",13,2,2006,,,81.73,6,940-8,1,N,,서초대로18길,00006,00000,4163387,01,11650,0,11650,,10100,방배동,50000.0,2006-02-13
111,,방배1차현대홈타운,11650-290,1344,0,1999,,,,"41,700",21,2,2006,,,59.94,13,1344,1,N,,서초대로1길,00030,00000,4163389,01,11650,0,11650,,10100,방배동,41700.0,2006-02-21
112,,두원,11650-281,473,1,1996,,,,"22,700",23,2,2006,,,59.27,8,473-1,1,N,,청두곶길,00014,00000,4163574,01,11650,0,11650,,10100,방배동,22700.0,2006-02-23
113,,한라,11650-483,67,0,1994,,,,"38,000",4,2,2006,,,59.98,2,67,1,N,,바우뫼로,00033,00000,3121009,02,11650,0,11650,,10300,우면동,38000.0,2006-02-04
114,,삼호가든맨션(4차),11650-195,30,18,1983,,,,"59,800",13,2,2006,,,96.6,7,30-18,1,N,,사평대로,00310,00008,2121001,02,11650,0,11650,,10700,반포동,59800.0,2006-02-13
115,,밀라텔쉐르빌,11650-21,1316,31,2001,,,,"36,500",22,2,2006,,,66.99,20,1316-31,1,N,,강남대로61길,00017,00000,4163028,01,11650,0,11650,,10800,서초동,36500.0,2006-02-22
116,,방배1차현대홈타운,11650-290,1344,0,1999,,,,"40,000",26,2,2006,,,59.94,8,1344,1,N,,서초대로1길,00030,00000,4163389,01,11650,0,11650,,10100,방배동,40000.0,2006-02-26
117,,동아,11650-102,157,0,2002,,,,"75,000",28,2,2006,,,84.91,13,157,1,N,,신반포로33길,00015,00000,4163453,01,11650,0,11650,,10600,잠원동,75000.0,2006-02-28
118,,에이아이디차관주택,11650-209,968,0,1974,,,,"71,000",28,2,2006,,,72.51,1,968,1,N,,신반포로,00032,00000,3121017,02,11650,0,11650,,10700,반포동,71000.0,2006-02-28
119,,무지개,11650-20,1335,0,1978,,,,"109,000",28,2,2006,,,139.78,2,1335,1,N,,효령로,00391,00000,3121021,02,11650,0,11650,,10800,서초동,109000.0,2006-02-28
120,,서초한빛삼성,11650-42,1509,1,1999,,,,"40,200",27,2,2006,,,59.52,7,1509-1,1,N,,서초대로40길,00072,00000,4163406,01,11650,0,11650,,10800,서초동,40200.0,2006-02-27
121,,엘르빌,11650-583,985,15,2003,,,,"61,000",27,2,2006,,,141.83,3,985-15,1,N,,효령로34길,00017,00000,4163634,01,11650,0,11650,,10100,방배동,61000.0,2006-02-27
122,,팔라디오,11650-544,551,0,2003,,,,"21,000",20,2,2006,,,75.99,1,551,1,N,,사평대로28길,00055,00000,4163330,01,11650,0,11650,,10700,반포동,21000.0,2006-02-20
123,,동아,11650-102,157,0,2002,,,,"65,500",27,2,2006,,,84.91,1,157,1,N,,신반포로33길,00015,00000,4163453,01,11650,0,11650,,10600,잠원동,65500.0,2006-02-27
124,,방배동동양파라곤,11650-654,992,8,2004,,,,"111,500",27,2,2006,,,198.42,4,992-8,1,N,,남부순환로309길,00067,00000,4163067,01,11650,0,11650,,10100,방배동,111500.0,2006-02-27
125,,무지개,11650-20,1335,0,1978,,,,"54,800",28,2,2006,,,77.71,9,1335,1,N,,효령로,00391,00000,3121021,02,11650,0,11650,,10800,서초동,54800.0,2006-02-28
126,,신반포10,11650-108,58,16,1981,,,,"35,150",28,2,2006,,,54.62,1,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,35150.0,2006-02-28
127,,신반포13,11650-111,52,2,1981,,,,"124,000",28,2,2006,,,141.53,3,52-2,1,N,,잠원로14길,00042,00000,4163526,01,11650,0,11650,,10600,잠원동,124000.0,2006-02-28
128,,파크뷰,11650-675,389,2,2002,,,,"26,500",27,2,2006,,,69.95,3,389-2,1,N,,강남대로6길,00148,00000,4163031,01,11650,0,11650,,10200,양재동,26500.0,2006-02-27
129,,방배2차e-편한세상,11650-510,881,26,2004,,,,"126,000",27,2,2006,,,164.16,7,881-26,1,N,,서초대로33길,00022,00000,4163401,01,11650,0,11650,,10100,방배동,126000.0,2006-02-27
130,,진흥아파트,11650-66,1315,0,1979,,,,"130,000",23,2,2006,,,131.04,11,1315,1,N,,서초대로,00385,00000,2121002,02,11650,0,11650,,10800,서초동,130000.0,2006-02-23
131,,삼풍아파트,11650-28,1685,0,1988,,,,"182,000",28,2,2006,,,163.81,11,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,182000.0,2006-02-28
132,,금호베스트빌,11650-156,58,0,2002,,,,"78,000",28,2,2006,,,84.97,9,58,1,N,,나루터로,00046,00000,3121002,01,11650,0,11650,,10600,잠원동,78000.0,2006-02-28
133,,대주피오레아파트,11650-157,31,14,2002,,,,"48,000",28,2,2006,,,117.93,9,31-14,1,N,,강남대로95길,00056,00000,4163039,01,11650,0,11650,,10600,잠원동,48000.0,2006-02-28
134,,대주피오레아파트,11650-157,31,14,2002,,,,"62,000",27,2,2006,,,121.83,5,31-14,1,N,,강남대로95길,00056,00000,4163039,01,11650,0,11650,,10600,잠원동,62000.0,2006-02-27
