,aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate,roadNm,roadNmBonbun,roadNmBubun,roadNmCd,roadNmSeq,roadNmSggCd,roadNmbCd,sggCd,slerGbn,umdCd,umdNm,dealAmount_clean,dealDate
2521,,호반써밋서초파크,11650-3974,788,0,2013,,22.02.11,O,"71,000",20,10,2020,,,59.93,19,788,1,N,,양재대로2길,00033,00000,4163748,01,11650,0,11650,,10300,우면동,71000.0,2020-10-20
2522,,호반써밋서초파크,11650-3974,788,0,2013,,22.02.11,O,"58,350",20,10,2020,,,51.89,16,788,1,N,,양재대로2길,00033,00000,4163748,01,11650,0,11650,,10300,우면동,58350.0,2020-10-20
2523,,신반포2,11650-117,73,0,1978,,,,"240,000",18,10,2020,,,93.71,8,73,1,N,,신반포로23길,00041,00000,4163452,01,11650,0,11650,,10600,잠원동,240000.0,2020-10-18
2524,,강남아르젠,11650-4087,1327,23,2014,,,,"42,000",17,10,2020,,,27.64,9,1327-23,1,N,,강남대로55길,00009,00007,4163027,01,11650,0,11650,,10800,서초동,42000.0,2020-10-17
2525,,래미안서초유니빌,11650-518,1445,4,2003,,,,"65,000",12,10,2020,,,58.601,17,1445-4,1,N,,서초중앙로,00026,00000,3121024,03,11650,0,11650,,10800,서초동,65000.0,2020-10-12
2526,,대우아이빌,11650-101,42,13,2001,,,,"59,400",9,10,2020,,,35.38,6,42-13,1,N,,신반포로45길,00023,00000,4163459,01,11650,0,11650,,10600,잠원동,59400.0,2020-10-09
2527,,휴먼씨티,11650-680,402,15,2001,,,,"45,000",16,10,2020,,,59.75,6,402-15,1,N,,논현로1길,00049,00000,4163096,01,11650,0,11650,,10200,양재동,45000.0,2020-10-16
2528,,신반포청구,11650-141,63,2,1998,,,,"178,500",4,10,2020,,,59.91,15,63-2,1,N,,신반포로33길,00066,00000,4163453,01,11650,0,11650,,10600,잠원동,178500.0,2020-10-04
2529,,호반써밋서초파크,11650-3974,788,0,2013,,22.02.11,O,"71,000",16,10,2020,,,59.93,20,788,1,N,,양재대로2길,00033,00000,4163748,01,11650,0,11650,,10300,우면동,71000.0,2020-10-16
2530,,신반포2,11650-117,73,0,1978,,,,"325,000",15,10,2020,,,137.66,3,73,1,N,,신반포로23길,00041,00000,4163452,01,11650,0,11650,,10600,잠원동,325000.0,2020-10-15
2531,,힐스테이트서초젠트리스,11650-4103,557,0,2014,,,,"155,000",6,10,2020,,,84.95,1,557,1,N,,헌릉로8길,00010,00012,4163749,01,11650,0,11650,,11100,신원동,155000.0,2020-10-06
2532,,서초이오빌,11650-521,1593,7,2003,,,,"34,500",15,10,2020,,,43.2,12,1593-7,1,N,,효령로53길,00045,00000,4163646,01,11650,0,11650,,10800,서초동,34500.0,2020-10-15
2533,,서초동삼성쉐르빌2,11650-608,1330,0,2002,,,,"32,100",6,10,2020,,,35.22,18,1330,1,N,,강남대로53길,00011,00000,4163026,01,11650,0,11650,,10800,서초동,32100.0,2020-10-06
2534,,서초포레스타3단지,11650-4040,568,0,2014,,,,"165,000",5,10,2020,,,114.81,4,568,1,N,,헌릉로8길,00022,00000,4163749,01,11650,0,11650,,11100,신원동,165000.0,2020-10-05
2535,,더샵서초,11650-3284,1445,14,2006,,,,"54,000",6,10,2020,,,30.39,26,1445-14,1,N,,서초중앙로2길,00021,00000,4163718,01,11650,0,11650,,10800,서초동,54000.0,2020-10-06
2536,,더샵서초,11650-3284,1445,14,2006,,,,"195,000",6,10,2020,,,152.95,25,1445-14,1,N,,서초중앙로2길,00021,00000,4163718,01,11650,0,11650,,10800,서초동,195000.0,2020-10-06
2537,,서초네이처힐3단지,11650-3864,717,0,2013,,,,"170,000",8,10,2020,,,114.79,18,717,1,N,,태봉로2길,00060,00000,4163582,01,11650,0,11650,,10300,우면동,170000.0,2020-10-08
2538,,반포리체,11650-3617,30,26,2010,,,,"240,000",12,10,2020,,,84.967,35,30-26,1,N,,고무래로,00035,00000,3121001,01,11650,0,11650,,10700,반포동,240000.0,2020-10-12
2539,,호반써밋서초파크,11650-3974,788,0,2013,,22.02.11,O,"58,350",12,10,2020,,,51.89,17,788,1,N,,양재대로2길,00033,00000,4163748,01,11650,0,11650,,10300,우면동,58350.0,2020-10-12
2540,,방배아크로타워,11650-3358,923,6,2007,,,,"80,000",8,10,2020,,,62.58,8,923-6,1,N,,방배로13길,00018,00000,4163251,01,11650,0,11650,,10100,방배동,80000.0,2020-10-08
2541,,방배2차현대홈타운,11650-380,2001,0,2001,,,,"140,000",5,10,2020,,,59.86,15,2001,1,N,,서초대로1길,00034,00000,4163389,01,11650,0,11650,,10100,방배동,140000.0,2020-10-05
2542,,반포두산힐스빌,11650-168,54,5,2001,,,,"78,000",8,10,2020,,,47.84,5,54-5,1,N,,고무래로10길,00016,00000,4163042,01,11650,0,11650,,10700,반포동,78000.0,2020-10-08
2543,,호반써밋서초파크,11650-3974,788,0,2013,,22.02.11,O,"58,350",7,10,2020,,,51.89,14,788,1,N,,양재대로2길,00033,00000,4163748,01,11650,0,11650,,10300,우면동,58350.0,2020-10-07
2544,,호반써밋서초파크,11650-3974,788,0,2013,,22.02.11,O,"66,200",7,10,2020,,,59.93,2,788,1,N,,양재대로2길,00033,00000,4163748,01,11650,0,11650,,10300,우면동,66200.0,2020-10-07
2545,,서초중흥S-클래스(도시형생활주택),11650-3944,1451,89,2013,,,,"15,000",5,10,2020,,,18.67,8,1451-89,1,N,,효령로52길,00063,00000,4163645,01,11650,0,11650,,10800,서초동,15000.0,2020-10-05
2546,,호반써밋서초파크,11650-3974,788,0,2013,,22.02.11,O,"54,450",5,10,2020,,,51.89,2,788,1,N,,양재대로2길,00033,00000,4163748,01,11650,0,11650,,10300,우면동,54450.0,2020-10-05
2547,,레베빌2,11650-579,804,5,2004,,,,"218,000",25,11,2020,,,244.44,2,804-5,1,N,,서초대로33길,00102,00000,4163401,01,11650,0,11650,,10100,방배동,218000.0,2020-11-25
2548,,서초파크빌,11650-669,312,3,2000,,,,"68,900",24,11,2020,,,81.58,1,312-3,1,N,,강남대로16길,00037,00000,4163009,01,11650,0,11650,,10200,양재동,68900.0,2020-11-24
2549,,신반포16,11650-113,55,12,1983,,,,"157,000",24,11,2020,,,52.26,4,55-12,1,N,,잠원로,00157,00000,3121019,01,11650,0,11650,,10600,잠원동,157000.0,2020-11-24
2550,,삼풍아파트,11650-28,1685,0,1988,,,,"216,000",23,11,2020,,,79.47,7,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,216000.0,2020-11-23
2551,,신반포11,11650-109,58,24,1981,,,,"235,000",21,11,2020,,,76.4,11,58-24,1,N,,나루터로4길,00061,00000,4163049,01,11650,0,11650,,10600,잠원동,235000.0,2020-11-21
2552,,신반포11,11650-109,58,24,1981,,21.02.26,O,"235,000",21,11,2020,,,76.4,11,58-24,1,N,,나루터로4길,00061,00000,4163049,01,11650,0,11650,,10600,잠원동,235000.0,2020-11-21
2553,,에이아이디차관주택,11650-209,968,0,1974,,,,"215,000",16,11,2020,,,72.51,5,968,1,N,,신반포로,00032,00000,3121017,02,11650,0,11650,,10700,반포동,215000.0,2020-11-16
2554,,신반포10,11650-108,58,16,1981,,,,"182,500",30,11,2020,,,54.03,8,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,182500.0,2020-11-30
2555,,동고,11650-480,59,0,1995,,,,"110,000",30,11,2020,,,77.14,9,59,1,N,,바우뫼로7길,00029,00000,4163219,01,11650,0,11650,,10300,우면동,110000.0,2020-11-30
2556,,신반포10,11650-108,58,16,1981,,,,"180,000",22,11,2020,,,53.88,9,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,180000.0,2020-11-22
2557,,신반포10,11650-108,58,16,1981,,,,"180,000",27,11,2020,,,54.03,6,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,180000.0,2020-11-27
2558,,신반포10,11650-108,58,16,1981,,,,"178,000",30,11,2020,,,54.11,3,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,178000.0,2020-11-30
2559,,아크로리버파크,11650-4440,2,12,2016,,,,"395,000",30,11,2020,,,112.93,10,2-12,1,N,,신반포로15길,00019,00000,4163450,00,11650,0,11650,,10700,반포동,395000.0,2020-11-30
2560,,롯데캐슬갤럭시(50-1),11650-682,50,1,2004,,,,"258,000",30,11,2020,,,132.16,14,50-1,1,N,,잠원로14길,00023,00000,4163526,01,11650,0,11650,,10600,잠원동,258000.0,2020-11-30
2561,,에이아이디차관주택,11650-209,968,0,1974,,,,"230,000",27,11,2020,,,72.51,3,968,1,N,,신반포로,00032,00000,3121017,02,11650,0,11650,,10700,반포동,230000.0,2020-11-27
2562,,방배3차e-편한세상,11650-3281,797,30,2006,,,,"278,000",28,11,2020,,,198.5315,15,797-30,1,N,,동광로,00089,00005,3121004,01,11650,0,11650,,10100,방배동,278000.0,2020-11-28
2563,,삼호1동~3동,11650-309,770,1,1975,,,,"175,000",28,11,2020,,,116.13,4,770-1,1,N,,방배로43길,00021,00000,4163277,01,11650,0,11650,,10100,방배동,175000.0,2020-11-28
2564,,서초트라팰리스,11650-3238,1344,13,2005,,,,"170,000",29,11,2020,,,133.05,8,1344-13,1,N,,효령로72길,00057,00000,4163657,01,11650,0,11650,,10800,서초동,170000.0,2020-11-29
2565,,서초동삼성쉐르빌2,11650-608,1330,0,2002,,,,"30,000",29,11,2020,,,35.22,16,1330,1,N,,강남대로53길,00011,00000,4163026,01,11650,0,11650,,10800,서초동,30000.0,2020-11-29
2566,,리첸시아방배,11650-3569,755,14,2010,,,,"145,000",30,11,2020,,,134.22,11,755-14,1,N,,방배중앙로,00204,00000,3121011,01,11650,0,11650,,10100,방배동,145000.0,2020-11-30
2567,,레베빌2,11650-579,804,5,2004,,21.04.26,O,"218,000",25,11,2020,,,244.44,2,804-5,1,N,,서초대로33길,00102,00000,4163401,01,11650,0,11650,,10100,방배동,218000.0,2020-11-25
2568,,신화,11650-132,54,7,1997,,,,"149,900",29,11,2020,,,57.33,13,54-7,1,N,,잠원로14길,00054,00000,4163526,01,11650,0,11650,,10600,잠원동,149900.0,2020-11-29
2569,,엘리제빌,11650-3430,99,1,2007,,,,"200,000",26,11,2020,,,201.81,6,99-1,1,N,,동광로33길,00009,00000,4163126,02,11650,0,11650,,10700,반포동,200000.0,2020-11-26
2570,,신반포10,11650-108,58,16,1981,,,,"185,000",27,11,2020,,,54.03,10,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,185000.0,2020-11-27
2571,,대우(효령),11650-272,1038,0,1992,,,,"167,000",28,11,2020,,,84.92,10,1038,1,N,,효령로,00084,00000,3121021,01,11650,0,11650,,10100,방배동,167000.0,2020-11-28
2572,,아크로리버파크,11650-4440,2,12,2016,,,,"310,000",30,11,2020,,,84.97,8,2-12,1,N,,신반포로15길,00019,00000,4163450,00,11650,0,11650,,10700,반포동,310000.0,2020-11-30
2573,,유원서초,11650-62,1687,0,1993,,,,"180,000",29,11,2020,,,84.82,11,1687,1,N,,서초중앙로24길,00043,00000,4163710,01,11650,0,11650,,10800,서초동,180000.0,2020-11-29
2574,,신반포4,11650-125,70,0,1979,,,,"243,000",25,11,2020,,,100.11,13,70,1,N,,잠원로,00037,00048,3121019,01,11650,0,11650,,10600,잠원동,243000.0,2020-11-25
2575,,반포리체,11650-3617,30,26,2010,,,,"210,000",28,11,2020,,,59.993,25,30-26,1,N,,고무래로,00035,00000,3121001,01,11650,0,11650,,10700,반포동,210000.0,2020-11-28
2576,,방배3차현대홈타운,11650-732,2233,0,2004,,,,"194,500",28,11,2020,,,123.345,10,2233,1,N,,방배중앙로21길,00055,00000,4163677,01,11650,0,11650,,10100,방배동,194500.0,2020-11-28
2577,,삼풍아파트,11650-28,1685,0,1988,,,,"195,000",30,11,2020,,,79.47,13,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,195000.0,2020-11-30
2578,,대우(효령),11650-272,1038,0,1992,,,,"160,000",28,11,2020,,,84.91,5,1038,1,N,,효령로,00084,00000,3121021,01,11650,0,11650,,10100,방배동,160000.0,2020-11-28
2579,,방배한화,11650-369,169,24,2001,,,,"164,500",23,11,2020,,,124.39,4,169-24,1,N,,효령로33길,00066,00031,4163633,01,11650,0,11650,,10100,방배동,164500.0,2020-11-23
2580,,서초훼미리하우스,11650-4570,917,4,2017,,,,"102,500",28,11,2020,,,59.49,4,917-4,1,N,,효령로,00089,00000,3121021,01,11650,0,11650,,10100,방배동,102500.0,2020-11-28
2581,,래미안신반포팰리스,11650-4439,158,0,2016,,,,"266,000",25,11,2020,,,84.49,30,158,1,N,,잠원로8길,00035,00000,4163529,00,11650,0,11650,,10600,잠원동,266000.0,2020-11-25
2582,,반포미도,11650-172,60,4,1987,,,,"204,000",28,11,2020,,,84.96,13,60-4,1,N,,서초중앙로29길,00028,00000,4163713,01,11650,0,11650,,10700,반포동,204000.0,2020-11-28
2583,,신반포10,11650-108,58,16,1981,,20.12.22,O,"185,000",27,11,2020,,,54.03,10,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,185000.0,2020-11-27
2584,,신반포10,11650-108,58,16,1981,,,,"184,500",28,11,2020,,,53.88,11,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,184500.0,2020-11-28
2585,,아크로리버파크,11650-4440,2,12,2016,,,,"320,000",24,11,2020,,,84.95,6,2-12,1,N,,신반포로15길,00019,00000,4163450,00,11650,0,11650,,10700,반포동,320000.0,2020-11-24
2586,,현대성우주상복합아파트,11650-700,1316,15,2002,,,,"153,500",30,11,2020,,,161.91,17,1316-15,1,N,,강남대로61길,00023,00000,4163028,01,11650,0,11650,,10800,서초동,153500.0,2020-11-30
2587,,신반포12,11650-110,50,5,1982,,,,"143,000",28,11,2020,,,55.45,10,50-5,1,N,,잠원로14길,00041,00000,4163526,01,11650,0,11650,,10600,잠원동,143000.0,2020-11-28
2588,,한신타워,11650-150,71,11,1996,,,,"154,000",28,11,2020,,,59.81,16,71-11,1,N,,잠원로3길,00008,00000,4163527,01,11650,0,11650,,10600,잠원동,154000.0,2020-11-28
2589,,래미안서초유니빌,11650-518,1445,4,2003,,,,"39,600",25,11,2020,,,45.255,12,1445-4,1,N,,서초중앙로,00026,00000,3121024,03,11650,0,11650,,10800,서초동,39600.0,2020-11-25
2590,,롯데캐슬클래식,11650-3300,1312,3,2006,,,,"224,000",25,11,2020,,,84.98,20,1312-3,1,N,,서운로,00197,00000,3121016,00,11650,,11650,,10800,서초동,224000.0,2020-11-25
2591,,서초힐스,11650-3821,773,0,2012,,,,"150,000",24,11,2020,,,84.98,9,773,1,N,,양재대로2길,00090,00000,4163748,01,11650,0,11650,,10300,우면동,150000.0,2020-11-24
2592,,엠브이아파트,11650-199,46,0,1994,,,,"154,000",28,11,2020,,,83.4,12,46,1,N,,고무래로10길,00039,00000,4163042,01,11650,0,11650,,10700,반포동,154000.0,2020-11-28
2593,,에이아이디차관주택,11650-209,968,0,1974,,,,"220,000",22,11,2020,,,72.51,1,968,1,N,,신반포로,00032,00000,3121017,02,11650,0,11650,,10700,반포동,220000.0,2020-11-22
2594,,반포자이,11650-3500,20,43,2009,,,,"270,500",25,11,2020,,,84.998,6,20-43,1,N,,신반포로,00270,00000,3121017,02,11650,0,11650,,10700,반포동,270500.0,2020-11-25
2595,,삼풍아파트,11650-28,1685,0,1988,,,,"275,000",23,11,2020,,,163.81,1,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,275000.0,2020-11-23
2596,,현대동궁아파트,11650-236,64,5,1991,,,,"162,000",21,11,2020,,,81.9,9,64-5,1,N,,사평대로,00154,00000,2121001,02,11650,0,11650,,10700,반포동,162000.0,2020-11-21
2597,,아크로리버파크,11650-4440,2,12,2016,,,,"230,000",27,11,2020,,,59.98,6,2-12,1,N,,신반포로15길,00019,00000,4163450,00,11650,0,11650,,10700,반포동,230000.0,2020-11-27
2598,,신반포11,11650-109,58,24,1981,,,,"224,500",8,11,2020,,,76.4,3,58-24,1,N,,나루터로4길,00061,00000,4163049,01,11650,0,11650,,10600,잠원동,224500.0,2020-11-08
2599,,서초더샵포레,11650-4063,411,0,2014,,,,"152,000",27,11,2020,,,84.41,7,411,1,N,,헌릉로8길,00058,00000,4163749,02,11650,0,11650,,10900,내곡동,152000.0,2020-11-27
2600,,반포미도,11650-172,60,4,1987,,,,"203,000",28,11,2020,,,84.96,14,60-4,1,N,,서초중앙로29길,00028,00000,4163713,01,11650,0,11650,,10700,반포동,203000.0,2020-11-28
2601,,선데일,11650-3313,612,115,2006,,,,"270,000",21,11,2020,,,255.4,4,612-115,1,N,,동광로27길,00067,00000,4163122,02,11650,0,11650,,10700,반포동,270000.0,2020-11-21
2602,,에이아이디차관주택,11650-209,968,0,1974,,,,"230,000",26,11,2020,,,72.51,3,968,1,N,,신반포로,00032,00000,3121017,02,11650,0,11650,,10700,반포동,230000.0,2020-11-26
2603,,래미안신반포리오센트,11650-4750,161,0,2019,,,,"329,000",22,11,2020,,,133.37,15,161,1,N,,잠원로14길,00032,00000,4163526,00,11650,0,11650,,10600,잠원동,329000.0,2020-11-22
2604,,신반포10,11650-108,58,16,1981,,21.01.04,O,"180,000",22,11,2020,,,53.88,9,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,180000.0,2020-11-22
2605,,아크로리버파크,11650-4440,2,12,2016,,,,"250,000",23,11,2020,,,59.97,9,2-12,1,N,,신반포로15길,00019,00000,4163450,00,11650,0,11650,,10700,반포동,250000.0,2020-11-23
2606,,서초대우아이빌,11650-606,1675,11,2003,,,,"33,000",25,11,2020,,,35.307,10,1675-11,1,N,,서초대로58길,00010,00000,4163421,01,11650,0,11650,,10800,서초동,33000.0,2020-11-25
2607,,에이아이디차관주택,11650-209,968,0,1974,,,,"226,000",23,11,2020,,,72.51,2,968,1,N,,신반포로,00032,00000,3121017,02,11650,0,11650,,10700,반포동,226000.0,2020-11-23
2608,,신반포자이,11650-4675,160,0,2018,,,,"285,000",28,11,2020,,,84.97,14,160,1,N,,잠원로,00060,00000,3121019,01,11650,0,11650,,10600,잠원동,285000.0,2020-11-28
2609,,래미안신반포리오센트,11650-4750,161,0,2019,,20.12.18,O,"329,000",22,11,2020,,,133.37,15,161,1,N,,잠원로14길,00032,00000,4163526,00,11650,0,11650,,10600,잠원동,329000.0,2020-11-22
2610,,한라비발디스튜디오193,11650-3926,1363,25,2013,,,,"39,000",24,11,2020,,,32.98,9,1363-25,1,N,,강남대로39길,00015,00010,4163018,01,11650,0,11650,,10800,서초동,39000.0,2020-11-24
2611,,반포미도,11650-172,60,4,1987,,,,"195,000",28,11,2020,,,84.96,8,60-4,1,N,,서초중앙로29길,00028,00000,4163713,01,11650,0,11650,,10700,반포동,195000.0,2020-11-28
2612,,신동아아파트(1차),11650-53,1333,0,1978,,,,"200,000",22,11,2020,,,88.68,11,1333,1,N,,사임당로,00137,00000,3121014,01,11650,0,11650,,10800,서초동,200000.0,2020-11-22
2613,,래미안신반포팰리스,11650-4439,158,0,2016,,,,"260,000",21,11,2020,,,84.49,33,158,1,N,,잠원로8길,00035,00000,4163529,00,11650,0,11650,,10600,잠원동,260000.0,2020-11-21
2614,,에이아이디차관주택,11650-209,968,0,1974,,,,"221,000",24,11,2020,,,72.51,5,968,1,N,,신반포로,00032,00000,3121017,02,11650,0,11650,,10700,반포동,221000.0,2020-11-24
2615,,래미안신반포팰리스,11650-4439,158,0,2016,,,,"251,500",28,11,2020,,,84.46,23,158,1,N,,잠원로8길,00035,00000,4163529,00,11650,0,11650,,10600,잠원동,251500.0,2020-11-28
2616,,아크로리버뷰신반포,11650-4676,159,0,2018,,,,"290,000",24,11,2020,,,84.82,21,159,1,N,,잠원로,00117,00000,3121019,00,11650,0,11650,,10600,잠원동,290000.0,2020-11-24
2617,,래미안방배아트힐(1008-2),11650-658,1008,2,2004,,,,"210,000",21,11,2020,,,141.83,19,1008-2,1,N,,남부순환로,02311,00012,2000003,01,11650,0,11650,,10100,방배동,210000.0,2020-11-21
2618,,서초교대e편한세상,11650-3579,1686,9,2010,,,,"253,500",23,11,2020,,,110.32,12,1686-9,1,N,,서초중앙로24길,00033,00000,4163710,01,11650,0,11650,,10800,서초동,253500.0,2020-11-23
2619,,삼풍아파트,11650-28,1685,0,1988,,21.03.04,O,"216,000",23,11,2020,,,79.47,7,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,216000.0,2020-11-23
2620,,신반포8,11650-129,60,3,1981,,,,"191,000",21,11,2020,,,52.74,10,60-3,1,N,,나루터로4길,00028,00000,4163049,01,11650,0,11650,,10600,잠원동,191000.0,2020-11-21
2621,,아크로리버파크,11650-4440,2,12,2016,,,,"450,000",25,11,2020,,,112.98,28,2-12,1,N,,신반포로15길,00019,00000,4163450,00,11650,0,11650,,10700,반포동,450000.0,2020-11-25
2622,,서초힐스,11650-3821,773,0,2012,,,,"125,000",21,11,2020,,,59.89,18,773,1,N,,양재대로2길,00090,00000,4163748,01,11650,0,11650,,10300,우면동,125000.0,2020-11-21
2623,,반포두산힐스빌,11650-168,54,5,2001,,,,"89,000",21,11,2020,,,47.84,2,54-5,1,N,,고무래로10길,00016,00000,4163042,01,11650,0,11650,,10700,반포동,89000.0,2020-11-21
2624,,퍼시픽56차,11650-651,929,4,2004,,,,"53,000",23,11,2020,,,84.6,4,929-4,1,N,,효령로23길,00082,00000,4163625,01,11650,0,11650,,10100,방배동,53000.0,2020-11-23
2625,,서초호반써밋,11650-3963,753,0,2013,,,,"170,000",19,11,2020,,,101.0107,23,753,1,N,,양재대로2길,00109,00000,4163748,01,11650,0,11650,,10300,우면동,170000.0,2020-11-19
2626,,녹원한신,11650-99,60,7,1995,,,,"216,500",23,11,2020,,,84.75,5,60-7,1,N,,잠원로4길,00034,00011,4163528,01,11650,0,11650,,10600,잠원동,216500.0,2020-11-23
2627,,반포리체,11650-3617,30,26,2010,,,,"260,000",21,11,2020,,,84.967,33,30-26,1,N,,고무래로,00035,00000,3121001,01,11650,0,11650,,10700,반포동,260000.0,2020-11-21
2628,,롯데캐슬헤론,11650-3317,754,1,2006,,,,"185,000",19,11,2020,,,169.08,22,754-1,1,N,,동광로1길,00112,00000,4163119,01,11650,0,11650,,10100,방배동,185000.0,2020-11-19
2629,,신반포10,11650-108,58,16,1981,,,,"175,000",26,11,2020,,,53.88,6,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,175000.0,2020-11-26
2630,,방배1차현대홈타운,11650-290,1344,0,1999,,,,"185,000",23,11,2020,,,84.96,13,1344,1,N,,서초대로1길,00030,00000,4163389,01,11650,0,11650,,10100,방배동,185000.0,2020-11-23
2631,,신반포8,11650-129,60,3,1981,,,,"190,000",19,11,2020,,,52.74,3,60-3,1,N,,나루터로4길,00028,00000,4163049,01,11650,0,11650,,10600,잠원동,190000.0,2020-11-19
2632,,신반포12,11650-110,50,5,1982,,,,"141,000",28,11,2020,,,55.45,11,50-5,1,N,,잠원로14길,00041,00000,4163526,01,11650,0,11650,,10600,잠원동,141000.0,2020-11-28
2633,,서초한빛삼성,11650-42,1509,1,1999,,,,"154,500",21,11,2020,,,99.09,1,1509-1,1,N,,서초대로40길,00072,00000,4163406,01,11650,0,11650,,10800,서초동,154500.0,2020-11-21
2634,,서초더샵포레,11650-4063,411,0,2014,,,,"157,500",17,11,2020,,,84.61,13,411,1,N,,헌릉로8길,00058,00000,4163749,02,11650,0,11650,,10900,내곡동,157500.0,2020-11-17
2635,,신반포10,11650-108,58,16,1981,,20.12.29,O,"180,000",27,11,2020,,,54.03,6,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,180000.0,2020-11-27
2636,,햄프턴코트,11650-734,1428,1,2004,,,,"152,500",28,11,2020,,,149.14,4,1428-1,1,N,,서초중앙로2길,00048,00000,4163718,01,11650,0,11650,,10800,서초동,152500.0,2020-11-28
2637,,롯데캐슬클래식,11650-3300,1312,3,2006,,,,"253,000",25,11,2020,,,120.18,9,1312-3,1,N,,서운로,00197,00000,3121016,00,11650,,11650,,10800,서초동,253000.0,2020-11-25
2638,,삼풍아파트,11650-28,1685,0,1988,,,,"291,000",23,11,2020,,,165.92,5,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,291000.0,2020-11-23
2639,,신반포10,11650-108,58,16,1981,,20.12.16,O,"175,000",26,11,2020,,,53.88,6,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,175000.0,2020-11-26
2640,,서초래미안,11650-523,1682,0,2003,,,,"247,000",21,11,2020,,,126.31,19,1682,1,N,,서초대로65길,00013,00010,4163425,01,11650,0,11650,,10800,서초동,247000.0,2020-11-21
2641,,서초삼성래미안,11650-24,1641,1,2001,,,,"205,000",28,11,2020,,,121.66,11,1641-1,1,N,,사임당로17길,00116,00000,4163313,01,11650,0,11650,,10800,서초동,205000.0,2020-11-28
2642,,래미안서초유니빌,11650-518,1445,4,2003,,,,"39,600",25,11,2020,,,45.255,9,1445-4,1,N,,서초중앙로,00026,00000,3121024,03,11650,0,11650,,10800,서초동,39600.0,2020-11-25
2643,,방배우성,11650-331,2525,0,1991,,,,"162,000",17,11,2020,,,84.99,5,2525,1,N,,방배선행길,00001,00000,4163671,01,11650,0,11650,,10100,방배동,162000.0,2020-11-17
2644,,신반포8,11650-129,60,3,1981,,,,"184,500",21,11,2020,,,52.74,10,60-3,1,N,,나루터로4길,00028,00000,4163049,01,11650,0,11650,,10600,잠원동,184500.0,2020-11-21
2645,,서초래미안,11650-523,1682,0,2003,,,,"205,000",18,11,2020,,,96.87,5,1682,1,N,,서초대로65길,00013,00010,4163425,01,11650,0,11650,,10800,서초동,205000.0,2020-11-18
2646,,삼풍아파트,11650-28,1685,0,1988,,,,"269,000",21,11,2020,,,130.73,10,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,269000.0,2020-11-21
2647,,래미안서초유니빌,11650-518,1445,4,2003,,,,"32,850",23,11,2020,,,36.599,4,1445-4,1,N,,서초중앙로,00026,00000,3121024,03,11650,0,11650,,10800,서초동,32850.0,2020-11-23
2648,,에이아이디차관주택,11650-209,968,0,1974,,,,"237,000",23,11,2020,,,72.51,3,968,1,N,,신반포로,00032,00000,3121017,02,11650,0,11650,,10700,반포동,237000.0,2020-11-23
2649,,반포힐스테이트,11650-3687,16,6,2012,,,,"364,000",18,11,2020,,,155.38,8,16-6,1,N,,신반포로16길,00015,00020,4163754,01,11650,0,11650,,10700,반포동,364000.0,2020-11-18
2650,,신반포11,11650-109,58,24,1981,,21.02.19,O,"235,000",21,11,2020,,,76.4,11,58-24,1,N,,나루터로4길,00061,00000,4163049,01,11650,0,11650,,10600,잠원동,235000.0,2020-11-21
2651,,래미안퍼스티지,11650-3559,18,1,2009,,,,"389,500",27,11,2020,,,115.65,14,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,389500.0,2020-11-27
2652,,에이아이디차관주택,11650-209,968,0,1974,,,,"229,300",23,11,2020,,,72.51,1,968,1,N,,신반포로,00032,00000,3121017,02,11650,0,11650,,10700,반포동,229300.0,2020-11-23
