,aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate,roadNm,roadNmBonbun,roadNmBubun,roadNmCd,roadNmSeq,roadNmSggCd,roadNmbCd,sggCd,slerGbn,umdCd,umdNm,dealAmount_clean,dealDate
10,,다우월드아파트,11650-594,1357,44,2003,,,,"81,000",18,1,2020,,,98.44,7,1357-44,1,N,,강남대로45길,00011,00000,4163021,01,11650,0,11650,,10800,서초동,81000.0,2020-01-18
11,,서초트라팰리스,11650-3238,1344,13,2005,,,,"153,500",11,1,2020,,,121.71,6,1344-13,1,N,,효령로72길,00057,00000,4163657,01,11650,0,11650,,10800,서초동,153500.0,2020-01-11
12,,베로니스6차,11650-3443,551,67,2008,,,,"184,000",30,1,2020,,,144.24,2,551-67,1,N,,동광로43길,00058,00000,4163131,01,11650,0,11650,,10700,반포동,184000.0,2020-01-30
13,,삼호1동~3동,11650-309,770,1,1975,,,,"160,000",7,1,2020,,,116.13,12,770-1,1,N,,방배로43길,00021,00000,4163277,01,11650,0,11650,,10100,방배동,160000.0,2020-01-07
14,,더-클라스,11650-597,402,6,2004,,,,"77,500",31,1,2020,,,121.66,1,402-6,1,N,,논현로1길,00023,00000,4163096,01,11650,0,11650,,10200,양재동,77500.0,2020-01-31
15,,양재,11650-665,8,24,2001,,,,"65,000",15,1,2020,,,77.91,2,8-24,1,N,,강남대로34길,00058,00000,4163016,01,11650,0,11650,,10200,양재동,65000.0,2020-01-15
16,,현대슈퍼빌,11650-519,1446,11,2003,,,,"165,000",31,1,2020,,,147.86,3,1446-11,1,N,,서초중앙로,00015,00000,3121024,03,11650,0,11650,,10800,서초동,165000.0,2020-01-31
17,,서초힐스,11650-3821,773,0,2012,,,,"110,000",14,1,2020,,,59.89,9,773,1,N,,양재대로2길,00090,00000,4163748,01,11650,0,11650,,10300,우면동,110000.0,2020-01-14
18,,신반포9,11650-130,60,6,1981,,,,"237,000",17,1,2020,,,75.95,6,60-6,1,N,,신반포로33길,00030,00000,4163453,01,11650,0,11650,,10600,잠원동,237000.0,2020-01-17
19,,서초포레스타7단지,11650-3954,615,0,2013,,,,"115,000",19,1,2020,,,59.81,7,615,1,N,,청계산로11길,00007,00012,4163752,01,11650,0,11650,,11100,신원동,115000.0,2020-01-19
20,,방배대우멤버스카운티502,11650-750,801,5,2004,,,,"160,000",28,1,2020,,,171.4,5,801-5,1,N,,동광로28길,00019,00000,4163123,01,11650,0,11650,,10100,방배동,160000.0,2020-01-28
21,,한신상가,11650-231,885,0,1974,,,,"160,000",11,1,2020,,,156.33,2,885,1,N,,신반포로,00027,00006,3121017,02,11650,0,11650,,10700,반포동,160000.0,2020-01-11
22,,신구하이텍빌리지,11650-321,865,24,1996,,,,"147,000",20,1,2020,,,206.23,8,865-24,1,N,,방배천로,00118,00000,3121012,01,11650,0,11650,,10100,방배동,147000.0,2020-01-20
23,,방배씨티(보성),11650-302,836,1,2000,,,,"96,200",31,1,2020,,,74.16,9,836-1,1,N,,서초대로23길,00074,00000,4163391,01,11650,0,11650,,10100,방배동,96200.0,2020-01-31
24,,서초대우아이빌,11650-606,1675,11,2003,,,,"45,750",14,1,2020,,,45.692,10,1675-11,1,N,,서초대로58길,00010,00000,4163421,01,11650,0,11650,,10800,서초동,45750.0,2020-01-14
25,,UPPERHOUSE,11650-3858,12,1,2012,,,,"267,000",15,1,2020,,,241.1,3,12-1,1,N,,사평대로12길,00045,00000,4163321,01,11650,0,11650,,10100,방배동,267000.0,2020-01-15
26,,티에스프리우스,11650-753,1625,7,2004,,,,"97,000",9,1,2020,,,108.34,2,1625-7,1,N,,서초중앙로12길,00019,00000,4163696,01,11650,0,11650,,10800,서초동,97000.0,2020-01-09
27,,서초이오빌,11650-521,1593,7,2003,,,,"47,300",18,1,2020,,,50.77,15,1593-7,1,N,,효령로53길,00045,00000,4163646,01,11650,0,11650,,10800,서초동,47300.0,2020-01-18
28,,동일하이빌,11650-3339,1542,1,2006,,,,"148,000",7,1,2020,,,100.45,10,1542-1,1,N,,서초대로,00240,00000,2121002,02,11650,0,11650,,10800,서초동,148000.0,2020-01-07
29,,밀라텔쉐르빌,11650-21,1316,31,2001,,,,"65,500",16,1,2020,,,66.99,21,1316-31,1,N,,강남대로61길,00017,00000,4163028,01,11650,0,11650,,10800,서초동,65500.0,2020-01-16
30,,반포자이,11650-3500,20,43,2009,,,,"262,500",31,1,2020,,,84.943,20,20-43,1,N,,신반포로,00270,00000,3121017,02,11650,0,11650,,10700,반포동,262500.0,2020-01-31
31,,한신타워,11650-150,71,11,1996,,,,"135,200",31,1,2020,,,59.81,8,71-11,1,N,,잠원로3길,00008,00000,4163527,01,11650,0,11650,,10600,잠원동,135200.0,2020-01-31
32,,경남아너스빌,11650-3220,1455,9,2005,,,,"166,000",11,1,2020,,,137.078,3,1455-9,1,N,,남부순환로323길,00056,00018,4163071,01,11650,0,11650,,10800,서초동,166000.0,2020-01-11
33,,롯데캐슬아르떼,11650-4044,424,28,2013,,,,"210,000",9,1,2020,,,147.7221,1,424-28,1,N,,방배천로18길,00011,00000,4163687,01,11650,0,11650,,10100,방배동,210000.0,2020-01-09
34,,더-클라스,11650-597,402,6,2004,,,,"88,500",11,1,2020,,,127.65,5,402-6,1,N,,논현로1길,00023,00000,4163096,01,11650,0,11650,,10200,양재동,88500.0,2020-01-11
35,,삼풍아파트,11650-28,1685,0,1988,,,,"190,000",6,1,2020,,,79.47,13,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,190000.0,2020-01-06
36,,써니힐즈,11650-3867,799,8,2013,,,,"135,000",23,1,2020,,,109.8,4,799-8,1,N,,방배로32길,00109,00000,4163267,01,11650,0,11650,,10100,방배동,135000.0,2020-01-23
37,,힐스테이트서초젠트리스,11650-4103,557,0,2014,,,,"141,000",20,1,2020,,,84.99,3,557,1,N,,헌릉로8길,00010,00012,4163749,01,11650,0,11650,,11100,신원동,141000.0,2020-01-20
38,,우성,11650-440,154,2,1991,,,,"116,000",17,1,2020,,,73.15,13,154-2,1,N,,바우뫼로,00091,00000,3121009,01,11650,0,11650,,10200,양재동,116000.0,2020-01-17
39,,서초파라곤,11650-3235,1327,29,2005,,,,"80,000",18,1,2020,,,57.44,14,1327-29,1,N,,서초대로74길,00029,00000,4163433,01,11650,0,11650,,10800,서초동,80000.0,2020-01-18
40,,동고,11650-480,59,0,1995,,,,"110,000",3,1,2020,,,84.96,8,59,1,N,,바우뫼로7길,00029,00000,4163219,01,11650,0,11650,,10300,우면동,110000.0,2020-01-03
41,,현대멤피스,11650-373,772,13,2001,,,,"185,000",24,1,2020,,,133.31,13,772-13,1,N,,방배로,00239,00000,3121010,01,11650,0,11650,,10100,방배동,185000.0,2020-01-24
42,,반포센트럴자이,11650-4805,162,0,2020,,,,"280,000",18,1,2020,,,84.95,31,162,1,N,,반포대로,00310,00006,2121003,01,11650,0,11650,,10600,잠원동,280000.0,2020-01-18
43,,코오롱,11650-482,70,0,1994,,,,"89,000",14,1,2020,,,52.47,1,70,1,N,,바우뫼로,00053,00000,3121009,02,11650,0,11650,,10300,우면동,89000.0,2020-01-14
44,,한신서래,11650-232,70,1,1987,,,,"105,000",15,1,2020,,,64.53,12,70-1,1,N,,사평대로28길,00031,00000,4163330,01,11650,0,11650,,10700,반포동,105000.0,2020-01-15
45,,서초동삼성쉐르빌2,11650-608,1330,0,2002,,,,"30,000",29,1,2020,,,35.22,9,1330,1,N,,강남대로53길,00011,00000,4163026,01,11650,0,11650,,10800,서초동,30000.0,2020-01-29
46,,서초동삼성쉐르빌2,11650-608,1330,0,2002,,,,"30,500",29,1,2020,,,35.22,13,1330,1,N,,강남대로53길,00011,00000,4163026,01,11650,0,11650,,10800,서초동,30500.0,2020-01-29
47,,서초네이처힐3단지,11650-3864,717,0,2013,,,,"130,000",2,1,2020,,,84.77,5,717,1,N,,태봉로2길,00060,00000,4163582,01,11650,0,11650,,10300,우면동,130000.0,2020-01-02
48,,한신트리플,11650-590,816,1,2004,,,,"39,000",16,1,2020,,,39.31,5,816-1,1,N,,방배로33길,00029,00000,4163268,01,11650,0,11650,,10100,방배동,39000.0,2020-01-16
49,,신반포2,11650-117,73,0,1978,,,,"237,000",11,1,2020,,,92.2,9,73,1,N,,신반포로23길,00041,00000,4163452,01,11650,0,11650,,10600,잠원동,237000.0,2020-01-11
50,,동원그린,11650-467,362,6,2002,,,,"59,500",31,1,2020,,,78.35,3,362-6,1,N,,강남대로2길,00072,00000,4163014,01,11650,0,11650,,10200,양재동,59500.0,2020-01-31
51,,방배브라운가,11650-569,930,1,2006,,,,"131,000",8,1,2020,,,84.94,10,930-1,1,N,,방배로19길,00067,00000,4163255,01,11650,0,11650,,10100,방배동,131000.0,2020-01-08
52,,우성아파트,11650-60,1326,17,1998,,,,"142,500",16,1,2020,,,59.93,17,1326-17,1,N,,서초대로74길,00030,00000,4163433,01,11650,0,11650,,10800,서초동,142500.0,2020-01-16
53,,래미안서초유니빌,11650-518,1445,4,2003,,,,"37,000",18,1,2020,,,45.255,9,1445-4,1,N,,서초중앙로,00026,00000,3121024,03,11650,0,11650,,10800,서초동,37000.0,2020-01-18
54,,래미안서초유니빌,11650-518,1445,4,2003,,,,"54,000",29,1,2020,,,56.344,13,1445-4,1,N,,서초중앙로,00026,00000,3121024,03,11650,0,11650,,10800,서초동,54000.0,2020-01-29
55,,서초동삼성쉐르빌2,11650-608,1330,0,2002,,,,"31,500",13,1,2020,,,35.17,13,1330,1,N,,강남대로53길,00011,00000,4163026,01,11650,0,11650,,10800,서초동,31500.0,2020-01-13
56,,유원서초,11650-62,1687,0,1993,,,,"168,900",11,1,2020,,,84.82,18,1687,1,N,,서초중앙로24길,00043,00000,4163710,01,11650,0,11650,,10800,서초동,168900.0,2020-01-11
57,,방배임광3차,11650-342,1010,1,1988,,,,"79,000",18,1,2020,,,51.84,1,1010-1,1,N,,방배로2길,00024,00006,4163264,01,11650,0,11650,,10100,방배동,79000.0,2020-01-18
58,,서초에스케이뷰,11650-3308,1521,8,2006,,,,"143,700",5,1,2020,,,84.97,7,1521-8,1,N,,반포대로21길,00062,00000,4163232,01,11650,0,11650,,10800,서초동,143700.0,2020-01-05
59,,풍림아이원플러스,11650-701,1338,1,2004,,,,"36,500",30,1,2020,,,35.903,8,1338-1,1,N,,효령로77길,00014,00000,4163659,01,11650,0,11650,,10800,서초동,36500.0,2020-01-30
60,,UPPERHOUSE,11650-3858,12,1,2012,,,,"330,000",28,1,2020,,,206.35,6,12-1,1,N,,사평대로12길,00045,00000,4163321,01,11650,0,11650,,10100,방배동,330000.0,2020-01-28
61,,서초현대,11650-46,1648,2,1999,,,,"94,000",4,1,2020,,,53.01,4,1648-2,1,N,,사임당로19길,00010,00000,4163315,01,11650,0,11650,,10800,서초동,94000.0,2020-01-04
62,,쏠레뉴,11650-534,53,2,2004,,,,"103,000",21,1,2020,,,115.92,5,53-2,1,N,,고무래로10길,00013,00000,4163042,01,11650,0,11650,,10700,반포동,103000.0,2020-01-21
63,,서초네이처힐4단지,11650-3704,720,0,2011,,,,"132,500",4,1,2020,,,84.61,6,720,1,N,,태봉로2길,00065,00000,4163582,01,11650,0,11650,,10300,우면동,132500.0,2020-01-04
64,,서초대우아이빌,11650-606,1675,11,2003,,,,"62,500",18,1,2020,,,65.088,9,1675-11,1,N,,서초대로58길,00010,00000,4163421,01,11650,0,11650,,10800,서초동,62500.0,2020-01-18
65,,리첸시아방배,11650-3569,755,14,2010,,,,"180,000",8,1,2020,,,190.91,13,755-14,1,N,,방배중앙로,00204,00000,3121011,01,11650,0,11650,,10100,방배동,180000.0,2020-01-08
66,,서초대우아이빌,11650-606,1675,11,2003,,,,"31,800",11,1,2020,,,35.307,13,1675-11,1,N,,서초대로58길,00010,00000,4163421,01,11650,0,11650,,10800,서초동,31800.0,2020-01-11
67,,서초2차e-편한세상,11650-774,1529,0,2005,,,,"174,000",18,1,2020,,,116.745,9,1529,1,N,,효령로49길,00057,00000,4163642,01,11650,0,11650,,10800,서초동,174000.0,2020-01-18
68,,현대ESA2,11650-601,1542,6,2003,,,,"140,000",10,1,2020,,,136.25,5,1542-6,1,N,,반포대로,00122,00000,2121003,03,11650,0,11650,,10800,서초동,140000.0,2020-01-10
69,,루이스캐슬,11650-3332,478,8,2006,,,,"82,000",24,1,2020,,,92.55,6,478-8,1,N,,효령로4길,00010,00000,4163643,01,11650,0,11650,,10100,방배동,82000.0,2020-01-24
70,,래미안서초유니빌,11650-518,1445,4,2003,,,,"53,900",23,1,2020,,,49.745,7,1445-4,1,N,,서초중앙로,00026,00000,3121024,03,11650,0,11650,,10800,서초동,53900.0,2020-01-23
71,,신반포2,11650-117,73,0,1978,,,,"202,000",14,1,2020,,,79.42,8,73,1,N,,신반포로23길,00041,00000,4163452,01,11650,0,11650,,10600,잠원동,202000.0,2020-01-14
72,,서초네이처힐3단지,11650-3864,717,0,2013,,,,"138,000",16,1,2020,,,84.77,11,717,1,N,,태봉로2길,00060,00000,4163582,01,11650,0,11650,,10300,우면동,138000.0,2020-01-16
73,,래미안신반포팰리스,11650-4439,158,0,2016,,,,"230,000",9,1,2020,,,84.49,26,158,1,N,,잠원로8길,00035,00000,4163529,00,11650,0,11650,,10600,잠원동,230000.0,2020-01-09
74,,미영(102),11650-526,6,31,2003,,,,"21,000",13,1,2020,,,26.18,1,6-31,1,N,,논현로31길,00024,00017,4163098,01,11650,0,11650,,10200,양재동,21000.0,2020-01-13
75,,서초동삼성쉐르빌2,11650-608,1330,0,2002,,,,"31,500",17,1,2020,,,35.22,11,1330,1,N,,강남대로53길,00011,00000,4163026,01,11650,0,11650,,10800,서초동,31500.0,2020-01-17
76,,서초동삼성쉐르빌2,11650-608,1330,0,2002,,,,"33,000",10,1,2020,,,35.22,17,1330,1,N,,강남대로53길,00011,00000,4163026,01,11650,0,11650,,10800,서초동,33000.0,2020-01-10
77,,대림서초리시온,11650-605,1671,5,2003,,,,"45,000",22,1,2020,,,48.96,8,1671-5,1,N,,서초중앙로22길,00025,00000,4163707,01,11650,0,11650,,10800,서초동,45000.0,2020-01-22
78,,삼성래미안1,11650-503,2626,0,2003,,,,"105,000",29,1,2020,,,59.9,9,2626,1,N,,방배선행길,00002,00000,4163671,01,11650,0,11650,,10100,방배동,105000.0,2020-01-29
79,,서초대우아이빌,11650-606,1675,11,2003,,,,"25,400",18,1,2020,,,26.947,12,1675-11,1,N,,서초대로58길,00010,00000,4163421,01,11650,0,11650,,10800,서초동,25400.0,2020-01-18
80,,방배씨티(보성),11650-302,836,1,2000,,,,"95,500",18,1,2020,,,77.04,4,836-1,1,N,,서초대로23길,00074,00000,4163391,01,11650,0,11650,,10100,방배동,95500.0,2020-01-18
81,,힐스테이트서초젠트리스,11650-4103,557,0,2014,,,,"132,000",23,1,2020,,,84.95,1,557,1,N,,헌릉로8길,00010,00012,4163749,01,11650,0,11650,,11100,신원동,132000.0,2020-01-23
82,,서초포레스타3단지,11650-4040,568,0,2014,,,,"134,000",14,1,2020,,,84.39,9,568,1,N,,헌릉로8길,00022,00000,4163749,01,11650,0,11650,,11100,신원동,134000.0,2020-01-14
83,,래미안서초유니빌,11650-518,1445,4,2003,,,,"57,000",15,1,2020,,,56.344,14,1445-4,1,N,,서초중앙로,00026,00000,3121024,03,11650,0,11650,,10800,서초동,57000.0,2020-01-15
84,,래미안서초유니빌,11650-518,1445,4,2003,,,,"52,000",13,1,2020,,,49.745,15,1445-4,1,N,,서초중앙로,00026,00000,3121024,03,11650,0,11650,,10800,서초동,52000.0,2020-01-13
85,,서초프레스턴,11650-3260,1506,46,2005,,,,"190,000",21,1,2020,,,244.42,2,1506-46,1,N,,명달로22길,00081,00000,4163188,01,11650,0,11650,,10800,서초동,190000.0,2020-01-21
86,,한신상가,11650-231,885,0,1974,,,,"139,900",11,1,2020,,,95.11,3,885,1,N,,신반포로,00027,00006,3121017,02,11650,0,11650,,10700,반포동,139900.0,2020-01-11
87,,동원,11650-673,352,11,2001,,,,"62,000",16,1,2020,,,87.98,5,352-11,1,N,,강남대로2길,00038,00000,4163014,01,11650,0,11650,,10200,양재동,62000.0,2020-01-16
88,,진흥아파트,11650-66,1315,0,1979,,,,"186,000",28,1,2020,,,101.32,3,1315,1,N,,서초대로,00385,00000,2121002,02,11650,0,11650,,10800,서초동,186000.0,2020-01-28
89,,극동스타클래스2,11650-3321,1615,10,2006,,,,"90,000",17,1,2020,,,84.998,5,1615-10,1,N,,효령로67길,00035,00000,4163653,01,11650,0,11650,,10800,서초동,90000.0,2020-01-17
90,,진흥아파트,11650-66,1315,0,1979,,,,"223,000",28,1,2020,,,131.07,7,1315,1,N,,서초대로,00385,00000,2121002,02,11650,0,11650,,10800,서초동,223000.0,2020-01-28
91,,삼호1동~3동,11650-309,770,1,1975,,,,"128,000",17,1,2020,,,81.39,7,770-1,1,N,,방배로43길,00021,00000,4163277,01,11650,0,11650,,10100,방배동,128000.0,2020-01-17
92,,방배CJ나인빌1차,11650-762,889,5,2005,,,,"140,000",16,1,2020,,,174.05,5,889-5,1,N,,방배로18길,00057,00013,4163254,01,11650,0,11650,,10100,방배동,140000.0,2020-01-16
93,,방배3차현대홈타운,11650-732,2233,0,2004,,,,"183,500",18,1,2020,,,123.345,8,2233,1,N,,방배중앙로21길,00055,00000,4163677,01,11650,0,11650,,10100,방배동,183500.0,2020-01-18
94,,서초벽산블루밍,11650-3301,1347,20,2006,,,,"116,000",18,1,2020,,,84.39,1,1347-20,1,N,,효령로74길,00056,00000,4163658,01,11650,0,11650,,10800,서초동,116000.0,2020-01-18
95,,진흥아파트,11650-66,1315,0,1979,,,,"220,000",21,1,2020,,,131.07,12,1315,1,N,,서초대로,00385,00000,2121002,02,11650,0,11650,,10800,서초동,220000.0,2020-01-21
96,,현대성우주상복합아파트,11650-700,1316,15,2002,,,,"158,700",3,1,2020,,,161.91,9,1316-15,1,N,,강남대로61길,00023,00000,4163028,01,11650,0,11650,,10800,서초동,158700.0,2020-01-03
97,,동원그린,11650-467,362,6,2002,,,,"60,000",15,1,2020,,,81.99,5,362-6,1,N,,강남대로2길,00072,00000,4163014,01,11650,0,11650,,10200,양재동,60000.0,2020-01-15
98,,서초파크빌,11650-669,312,3,2000,,,,"68,500",9,1,2020,,,84.94,3,312-3,1,N,,강남대로16길,00037,00000,4163009,01,11650,0,11650,,10200,양재동,68500.0,2020-01-09
99,,래미안서초유니빌,11650-518,1445,4,2003,,,,"36,700",3,1,2020,,,45.255,6,1445-4,1,N,,서초중앙로,00026,00000,3121024,03,11650,0,11650,,10800,서초동,36700.0,2020-01-03
100,,우성아파트,11650-60,1326,17,1998,,,,"162,000",18,1,2020,,,84.93,3,1326-17,1,N,,서초대로74길,00030,00000,4163433,01,11650,0,11650,,10800,서초동,162000.0,2020-01-18
101,,현대멤피스,11650-373,772,13,2001,,,,"172,500",12,1,2020,,,158.82,1,772-13,1,N,,방배로,00249,00000,3121010,01,11650,0,11650,,10100,방배동,172500.0,2020-01-12
102,,신한엔시모,11650-3184,802,4,2005,,,,"197,500",3,1,2020,,,244.2,3,802-4,1,N,,방배로32길,00067,00010,4163267,01,11650,0,11650,,10100,방배동,197500.0,2020-01-03
103,,반포파크빌,11650-829,3,3,2002,,,,"143,700",11,1,2020,,,111.41,4,3-3,1,N,,신반포로15길,00033,00000,4163450,01,11650,0,11650,,10700,반포동,143700.0,2020-01-11
104,,삼호1동~3동,11650-309,770,1,1975,,,,"127,500",3,1,2020,,,81.39,5,770-1,1,N,,방배로43길,00021,00000,4163277,01,11650,0,11650,,10100,방배동,127500.0,2020-01-03
105,,롯데캐슬클래식,11650-3300,1312,3,2006,,,,"170,000",17,1,2020,,,74.3,16,1312-3,1,N,,서운로,00200,00000,3121016,01,11650,0,11650,,10800,서초동,170000.0,2020-01-17
106,,서초타운트라팰리스,11650-3341,1327,0,2006,,,,"130,000",16,1,2020,,,103.56,10,1327,1,N,,서초대로74길,00023,00000,4163433,01,11650,0,11650,,10800,서초동,130000.0,2020-01-16
107,,프라임,11650-472,402,13,2002,,,,"54,000",9,1,2020,,,78.87,4,402-13,1,N,,논현로1길,00043,00000,4163096,01,11650,0,11650,,10200,양재동,54000.0,2020-01-09
108,,서초동삼성쉐르빌2,11650-608,1330,0,2002,,,,"29,700",15,1,2020,,,35.22,3,1330,1,N,,강남대로53길,00011,00000,4163026,01,11650,0,11650,,10800,서초동,29700.0,2020-01-15
109,,진흥아파트,11650-66,1315,0,1979,,,,"178,000",11,1,2020,,,101.32,15,1315,1,N,,서초대로,00385,00000,2121002,02,11650,0,11650,,10800,서초동,178000.0,2020-01-11
110,,삼환바우스,11650-3331,1677,11,2006,,,,"94,500",7,1,2020,,,84.74,13,1677-11,1,N,,서초대로,00340,00000,2121002,02,11650,0,11650,,10800,서초동,94500.0,2020-01-07
111,,서초자연인아파트(102동),11650-3886,1344,23,2013,,,,"28,000",11,1,2020,,,34.26,2,1344-23,1,N,,서운로9길,00018,00000,4163381,01,11650,0,11650,,10800,서초동,28000.0,2020-01-11
112,,동아,11650-102,157,0,2002,,,,"190,000",10,1,2020,,,84.91,9,157,1,N,,신반포로33길,00015,00000,4163453,01,11650,0,11650,,10600,잠원동,190000.0,2020-01-10
113,,리벨루스(804-1),11650-577,804,1,2003,,,,"100,000",13,1,2020,,,122.27,4,804-1,1,N,,방배로34길,00064,00000,4163269,01,11650,0,11650,,10100,방배동,100000.0,2020-01-13
114,,서초동대우디오빌프라임,11650-3218,1337,22,2005,,,,"80,000",2,1,2020,,,64.05,12,1337-22,1,N,,강남대로,00321,00000,2102001,04,11650,0,11650,,10800,서초동,80000.0,2020-01-02
115,,서초한신리빙타워,11650-44,1533,0,1999,,,,"129,000",4,1,2020,,,84.86,12,1533,1,N,,효령로,00237,00000,3121021,02,11650,0,11650,,10800,서초동,129000.0,2020-01-04
116,,롯데캐슬메디치,11650-3568,1656,4,2010,,,,"130,000",4,1,2020,,,107.36,8,1656-4,1,N,,서초중앙로,00110,00000,3121024,03,11650,0,11650,,10800,서초동,130000.0,2020-01-04
117,,롯데캐슬아르떼,11650-4044,424,28,2013,,,,"209,000",3,1,2020,,,121.6356,12,424-28,1,N,,방배천로18길,00011,00000,4163687,01,11650,0,11650,,10100,방배동,209000.0,2020-01-03
118,,래미안퍼스티지,11650-3559,18,1,2009,,,,"219,500",9,1,2020,,,59.89,22,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,219500.0,2020-01-09
119,,서초동아이파크,11650-517,1436,14,2003,,,,"180,000",4,1,2020,,,164.98,10,1436-14,1,N,,효령로68길,00033,00000,4163654,01,11650,0,11650,,10800,서초동,180000.0,2020-01-04
120,,아크로비스타,11650-724,1685,3,2004,,,,"231,000",6,1,2020,,,174.78,27,1685-3,1,N,,서초중앙로,00188,00000,3121024,03,11650,0,11650,,10800,서초동,231000.0,2020-01-06
121,,진흥아파트,11650-66,1315,0,1979,,,,"245,000",3,1,2020,,,160.46,1,1315,1,N,,서초대로,00385,00000,2121002,02,11650,0,11650,,10800,서초동,245000.0,2020-01-03
122,,반포이안애1차,11650-542,99,2,2003,,,,"100,000",2,1,2020,,,164.41,3,99-2,1,N,,동광로33길,00015,00000,4163126,02,11650,0,11650,,10700,반포동,100000.0,2020-01-02
123,,두산위브(1362),11650-3250,1362,0,2005,,,,"115,500",10,2,2020,,,84.99,12,1362,1,N,,강남대로39길,00005,00000,4163018,01,11650,0,11650,,10800,서초동,115500.0,2020-02-10
124,,반포리체,11650-3617,30,26,2010,,,,"255,000",25,2,2020,,,106.148,8,30-26,1,N,,고무래로,00035,00000,3121001,01,11650,0,11650,,10700,반포동,255000.0,2020-02-25
125,,서초대우아이빌,11650-606,1675,11,2003,,,,"59,000",15,2,2020,,,65.088,7,1675-11,1,N,,서초대로58길,00010,00000,4163421,01,11650,0,11650,,10800,서초동,59000.0,2020-02-15
126,,방배디오슈페리움Ⅰ,11650-3343,3001,2,2006,,,,"147,000",26,2,2020,,,130.24,25,3001-2,1,N,,서초대로,00003,00004,2121002,01,11650,0,11650,,10100,방배동,147000.0,2020-02-26
127,,래미안퍼스티지,11650-3559,18,1,2009,,,,"210,000",20,2,2020,,,59.96,3,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,210000.0,2020-02-20
128,,우성KBS(113동),11650-488,160,2,1996,,,,"117,500",20,2,2020,,,84.69,4,160-2,1,N,,바우뫼로,00091,00000,3121009,01,11650,0,11650,,10200,양재동,117500.0,2020-02-20
129,,서초동아타워,11650-35,1321,6,1996,,,,"117,000",29,2,2020,,,136.04,17,1321-6,1,N,,서운로,00138,00000,3121016,01,11650,0,11650,,10800,서초동,117000.0,2020-02-29
130,,경희궁,11650-671,317,4,2001,,,,"83,000",13,2,2020,,,83.01,2,317-4,1,N,,강남대로12길,00015,00000,4163008,01,11650,0,11650,,10200,양재동,83000.0,2020-02-13
131,,아크로비스타,11650-724,1685,3,2004,,,,"215,000",15,2,2020,,,164.21,7,1685-3,1,N,,서초중앙로,00188,00000,3121024,03,11650,0,11650,,10800,서초동,215000.0,2020-02-15
