,aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate,roadNm,roadNmBonbun,roadNmBubun,roadNmCd,roadNmSeq,roadNmSggCd,roadNmbCd,sggCd,slerGbn,umdCd,umdNm,dealAmount_clean,dealDate
42,,서초아트자이,11650-3542,1583,10,2009,,,,"211,878",29,1,2010,,,165.5725,23,1583-10,1,N,,반포대로,00058,00000,2121003,03,11650,0,11650,,10800,서초동,211878.0,2010-01-29
43,,서초아트자이,11650-3542,1583,10,2009,,,,"158,205",29,1,2010,,,144.3141,3,1583-10,1,N,,반포대로,00058,00000,2121003,03,11650,0,11650,,10800,서초동,158205.0,2010-01-29
44,,서초아트자이,11650-3542,1583,10,2009,,,,"177,980",29,1,2010,,,144.3141,19,1583-10,1,N,,반포대로,00058,00000,2121003,03,11650,0,11650,,10800,서초동,177980.0,2010-01-29
45,,서초아트자이,11650-3542,1583,10,2009,,,,"179,240",29,1,2010,,,144.3141,17,1583-10,1,N,,반포대로,00058,00000,2121003,03,11650,0,11650,,10800,서초동,179240.0,2010-01-29
46,,유원서초,11650-62,1687,0,1993,,,,"71,900",30,1,2010,,,84.87,2,1687,1,N,,서초중앙로24길,00043,00000,4163710,01,11650,0,11650,,10800,서초동,71900.0,2010-01-30
47,,삼호3,11650-311,759,3,1976,,,,"112,000",28,1,2010,,,181.6,11,759-3,1,N,,방배로45길,00027,00000,4163278,01,11650,0,11650,,10100,방배동,112000.0,2010-01-28
48,,리치팰리스,11650-3534,808,8,2009,,,,"110,000",31,1,2010,,,135.11,5,808-8,1,N,,동광로22길,00029,00000,4163120,01,11650,0,11650,,10100,방배동,110000.0,2010-01-31
49,,신반포10,11650-108,58,16,1981,,,,"77,850",30,1,2010,,,76.32,2,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,77850.0,2010-01-30
50,,한솔로이젠트,11650-3347,11,17,2006,,,,"63,000",29,1,2010,,,84.97,10,11-17,1,N,,남부순환로,02614,00000,2000003,02,11650,0,11650,,10200,양재동,63000.0,2010-01-29
51,,우성아파트,11650-60,1326,17,1998,,,,"61,000",29,1,2010,,,59.93,3,1326-17,1,N,,서초대로74길,00030,00000,4163433,01,11650,0,11650,,10800,서초동,61000.0,2010-01-29
52,,래미안퍼스티지,11650-3559,18,1,2009,,,,"120,000",28,1,2010,,,84.93,6,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,120000.0,2010-01-28
53,,방배디오슈페리움Ⅰ,11650-3343,3001,2,2006,,,,"65,500",31,1,2010,,,84.82,5,3001-2,1,N,,서초대로,00003,00004,2121002,01,11650,0,11650,,10100,방배동,65500.0,2010-01-31
54,,월드메르디앙,11650-135,33,11,2002,,,,"68,900",30,1,2010,,,116.42,3,33-11,1,N,,신반포로45길,00071,00000,4163459,01,11650,0,11650,,10600,잠원동,68900.0,2010-01-30
55,,신반포11,11650-109,58,24,1981,,,,"103,000",27,1,2010,,,111.58,1,58-24,1,N,,나루터로4길,00061,00000,4163049,01,11650,0,11650,,10600,잠원동,103000.0,2010-01-27
56,,반포2차우정에쉐르,11650-683,1,26,2004,,,,"110,000",28,1,2010,,,148.29,2,1-26,1,N,,신반포로,00133,00000,3121017,02,11650,0,11650,,10700,반포동,110000.0,2010-01-28
57,,래미안퍼스티지,11650-3559,18,1,2009,,,,"310,000",27,1,2010,,,222.76,16,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,310000.0,2010-01-27
58,,삼호2,11650-310,758,4,1976,,,,"115,000",29,1,2010,,,177.52,7,758-4,1,N,,방배로43길,00030,00000,4163277,01,11650,0,11650,,10100,방배동,115000.0,2010-01-29
59,,서초쌍용플래티넘,11650-3276,1445,13,2006,,,,"42,500",30,1,2010,,,68.21,14,1445-13,1,N,,서초중앙로,00018,00000,3121024,03,11650,0,11650,,10800,서초동,42500.0,2010-01-30
60,,래미안서초유니빌,11650-518,1445,4,2003,,,,"23,000",29,1,2010,,,42.0,5,1445-4,1,N,,서초중앙로,00026,00000,3121024,03,11650,0,11650,,10800,서초동,23000.0,2010-01-29
61,,서초이오빌,11650-521,1593,7,2003,,,,"26,000",27,1,2010,,,50.77,24,1593-7,1,N,,효령로53길,00045,00000,4163646,01,11650,0,11650,,10800,서초동,26000.0,2010-01-27
62,,서초아트자이,11650-3542,1583,10,2009,,,,"171,735",27,1,2010,,,144.3141,13,1583-10,1,N,,반포대로,00058,00000,2121003,03,11650,0,11650,,10800,서초동,171735.0,2010-01-27
63,,서초아트자이,11650-3542,1583,10,2009,,,,"182,034",27,1,2010,,,144.3141,18,1583-10,1,N,,반포대로,00058,00000,2121003,03,11650,0,11650,,10800,서초동,182034.0,2010-01-27
64,,서초아트자이,11650-3542,1583,10,2009,,,,"185,519",25,1,2010,,,165.5725,5,1583-10,1,N,,반포대로,00058,00000,2121003,03,11650,0,11650,,10800,서초동,185519.0,2010-01-25
65,,서초아트자이,11650-3542,1583,10,2009,,,,"207,987",26,1,2010,,,165.5725,18,1583-10,1,N,,반포대로,00058,00000,2121003,03,11650,0,11650,,10800,서초동,207987.0,2010-01-26
66,,서초아트자이,11650-3542,1583,10,2009,,,,"194,807",28,1,2010,,,165.5725,7,1583-10,1,N,,반포대로,00058,00000,2121003,03,11650,0,11650,,10800,서초동,194807.0,2010-01-28
67,,서초이오빌,11650-521,1593,7,2003,,,,"16,400",26,1,2010,,,36.66,11,1593-7,1,N,,효령로53길,00045,00000,4163646,01,11650,0,11650,,10800,서초동,16400.0,2010-01-26
68,,래미안서초스위트,11650-3515,1301,6,2009,,,,"128,000",29,1,2010,,,95.658,15,1301-6,1,N,,서운로,00221,00000,3121016,01,11650,0,11650,,10800,서초동,128000.0,2010-01-29
69,,방배신삼호,11650-323,725,0,1983,,,,"130,000",27,1,2010,,,185.46,4,725,1,N,,방배로,00270,00000,3121010,01,11650,0,11650,,10100,방배동,130000.0,2010-01-27
70,,우성,11650-134,74,1,1978,,,,"153,000",28,1,2010,,,144.33,8,74-1,1,N,,신반포로23길,00005,00000,4163452,01,11650,0,11650,,10600,잠원동,153000.0,2010-01-28
71,,한라,11650-483,67,0,1994,,,,"51,000",22,1,2010,,,59.98,2,67,1,N,,바우뫼로,00033,00000,3121009,02,11650,0,11650,,10300,우면동,51000.0,2010-01-22
72,,유원서초,11650-62,1687,0,1993,,,,"73,400",26,1,2010,,,84.82,7,1687,1,N,,서초중앙로24길,00043,00000,4163710,01,11650,0,11650,,10800,서초동,73400.0,2010-01-26
73,,노블하임,11650-584,807,5,2003,,,,"160,000",15,1,2010,,,242.77,2,807-5,1,N,,동광로,00098,00000,3121004,01,11650,0,11650,,10100,방배동,160000.0,2010-01-15
74,,한신,11650-145,56,3,1992,,,,"88,000",26,1,2010,,,84.52,6,56-3,1,N,,잠원로,00150,00000,3121019,01,11650,0,11650,,10600,잠원동,88000.0,2010-01-26
75,,상지리츠빌(1),11650-710,1490,1,2002,,,,"145,000",28,1,2010,,,198.83,12,1490-1,1,N,,명달로11길,00031,00000,4163181,01,11650,0,11650,,10800,서초동,145000.0,2010-01-28
76,,신반포청구,11650-141,63,2,1998,,,,"87,600",29,1,2010,,,84.86,9,63-2,1,N,,신반포로33길,00066,00000,4163453,01,11650,0,11650,,10600,잠원동,87600.0,2010-01-29
77,,반포주공1단지,11650-175,757,0,1973,,,,"173,000",28,1,2010,,,104.89,6,757,1,N,,신반포로,00009,00000,3121017,02,11650,0,11650,,10700,반포동,173000.0,2010-01-28
78,,삼호2,11650-310,758,4,1976,,,,"85,000",27,1,2010,,,127.94,5,758-4,1,N,,방배로43길,00030,00000,4163277,01,11650,0,11650,,10100,방배동,85000.0,2010-01-27
79,,신반포10,11650-108,58,16,1981,,,,"57,500",29,1,2010,,,54.11,8,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,57500.0,2010-01-29
80,,삼풍아파트,11650-28,1685,0,1988,,,,"154,500",20,1,2010,,,130.23,12,1685,1,N,,서초중앙로,00200,00000,3121024,03,11650,0,11650,,10800,서초동,154500.0,2010-01-20
81,,신반포4,11650-125,70,0,1979,,,,"144,500",27,1,2010,,,137.1,2,70,1,N,,잠원로,00037,00048,3121019,01,11650,0,11650,,10600,잠원동,144500.0,2010-01-27
82,,한신타운,11650-149,60,4,1989,,,,"71,000",29,1,2010,,,78.39,2,60-4,1,N,,나루터로4길,00070,00005,4163049,01,11650,0,11650,,10600,잠원동,71000.0,2010-01-29
83,,우성,11650-134,74,1,1978,,,,"127,000",30,1,2010,,,116.39,6,74-1,1,N,,신반포로23길,00005,00000,4163452,01,11650,0,11650,,10600,잠원동,127000.0,2010-01-30
84,,서초래미안,11650-523,1682,0,2003,,,,"130,500",29,1,2010,,,111.32,4,1682,1,N,,서초대로65길,00013,00010,4163425,01,11650,0,11650,,10800,서초동,130500.0,2010-01-29
85,,반포팰리스,11650-698,728,7,2004,,,,"54,500",19,1,2010,,,100.41,5,728-7,1,N,,주흥7길,00010,00032,4163558,01,11650,0,11650,,10700,반포동,54500.0,2010-01-19
86,,신반포6,11650-127,74,2,1980,,,,"103,000",27,1,2010,,,107.81,4,74-2,1,N,,신반포로,00171,00000,3121017,01,11650,0,11650,,10600,잠원동,103000.0,2010-01-27
87,,한강,11650-144,49,8,1989,,,,"80,000",26,1,2010,,,84.53,6,49-8,1,N,,잠원로,00213,00010,3121019,01,11650,0,11650,,10600,잠원동,80000.0,2010-01-26
88,,탑빌라트,11650-359,797,1,1991,,,,"105,000",28,1,2010,,,205.29,4,797-1,1,N,,방배로42길,00065,00000,4163276,01,11650,0,11650,,10100,방배동,105000.0,2010-01-28
89,,현대ESA2,11650-601,1542,6,2003,,,,"83,500",30,1,2010,,,136.25,7,1542-6,1,N,,반포대로,00122,00000,2121003,03,11650,0,11650,,10800,서초동,83500.0,2010-01-30
90,,신반포10,11650-108,58,16,1981,,,,"55,300",28,1,2010,,,54.03,2,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,55300.0,2010-01-28
91,,강변,11650-97,53,15,1987,,,,"63,000",30,1,2010,,,66.29,14,53-15,1,N,,잠원로,00166,00017,3121019,01,11650,0,11650,,10600,잠원동,63000.0,2010-01-30
92,,양재테크노5,11650-573,7,39,2003,,,,"44,500",26,1,2010,,,93.53,1,7-39,1,N,,바우뫼로41길,00062,00000,4163215,01,11650,0,11650,,10200,양재동,44500.0,2010-01-26
93,,삼성래미안1,11650-503,2626,0,2003,,,,"72,500",31,1,2010,,,84.91,9,2626,1,N,,방배선행길,00002,00000,4163671,01,11650,0,11650,,10100,방배동,72500.0,2010-01-31
94,,신반포7,11650-128,65,32,1980,,,,"99,000",30,1,2010,,,107.29,5,65-32,1,N,,잠원로,00088,00000,3121019,01,11650,0,11650,,10600,잠원동,99000.0,2010-01-30
95,,신반포2,11650-117,73,0,1978,,,,"106,300",26,1,2010,,,92.2,5,73,1,N,,신반포로23길,00041,00000,4163452,01,11650,0,11650,,10600,잠원동,106300.0,2010-01-26
96,,대우(효령),11650-272,1038,0,1992,,,,"68,000",29,1,2010,,,84.91,12,1038,1,N,,효령로,00084,00000,3121021,01,11650,0,11650,,10100,방배동,68000.0,2010-01-29
97,,한신3차,11650-206,1,1,1978,,,,"127,300",25,1,2010,,,108.89,10,1-1,1,N,,신반포로19길,00010,00000,4163451,01,11650,0,11650,,10700,반포동,127300.0,2010-01-25
98,,방배CJ나인빌2차,11650-763,889,6,2005,,,,"87,500",25,1,2010,,,161.19,4,889-6,1,N,,방배로18길,00057,00003,4163254,01,11650,0,11650,,10100,방배동,87500.0,2010-01-25
99,,반포미도,11650-172,60,4,1987,,,,"80,000",28,1,2010,,,84.96,10,60-4,1,N,,서초중앙로29길,00028,00000,4163713,01,11650,0,11650,,10700,반포동,80000.0,2010-01-28
100,,롯데캐슬클래식,11650-3300,1312,3,2006,,,,"113,250",20,1,2010,,,84.98,4,1312-3,1,N,,서운로,00197,00000,3121016,01,11650,0,11650,,10800,서초동,113250.0,2010-01-20
101,,삼호1차,11650-29,1310,0,1979,,,,"72,000",23,1,2010,,,88.62,10,1310,1,N,,서운로,00211,00000,3121016,01,11650,0,11650,,10800,서초동,72000.0,2010-01-23
102,,신반포12,11650-110,50,5,1982,,,,"52,000",27,1,2010,,,55.45,3,50-5,1,N,,잠원로14길,00041,00000,4163526,01,11650,0,11650,,10600,잠원동,52000.0,2010-01-27
103,,삼호1차,11650-29,1310,0,1979,,,,"115,000",27,1,2010,,,140.79,10,1310,1,N,,서운로,00208,00000,3121016,01,11650,0,11650,,10800,서초동,115000.0,2010-01-27
104,,래미안퍼스티지,11650-3559,18,1,2009,,,,"325,000",24,1,2010,,,222.76,17,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,325000.0,2010-01-24
105,,신반포10,11650-108,58,16,1981,,,,"55,500",25,1,2010,,,53.88,4,58-16,1,N,,나루터로4길,00039,00000,4163049,01,11650,0,11650,,10600,잠원동,55500.0,2010-01-25
106,,한양,11650-233,32,5,1982,,,,"143,000",23,1,2010,,,155.17,2,32-5,1,N,,서초중앙로,00220,00000,3121024,02,11650,0,11650,,10700,반포동,143000.0,2010-01-23
107,,방배1차현대홈타운,11650-290,1344,0,1999,,,,"57,500",25,1,2010,,,59.94,6,1344,1,N,,서초대로1길,00030,00000,4163389,01,11650,0,11650,,10100,방배동,57500.0,2010-01-25
108,,서초삼성래미안,11650-24,1641,1,2001,,,,"80,000",30,1,2010,,,84.97,13,1641-1,1,N,,사임당로17길,00116,00000,4163313,01,11650,0,11650,,10800,서초동,80000.0,2010-01-30
109,,서초래미안,11650-523,1682,0,2003,,,,"105,500",26,1,2010,,,96.87,4,1682,1,N,,서초대로65길,00013,00010,4163425,01,11650,0,11650,,10800,서초동,105500.0,2010-01-26
110,,동아,11650-102,157,0,2002,,,,"84,000",25,1,2010,,,84.91,8,157,1,N,,신반포로33길,00015,00000,4163453,01,11650,0,11650,,10600,잠원동,84000.0,2010-01-25
111,,한솔로이젠트,11650-3347,11,17,2006,,,,"63,000",25,1,2010,,,84.97,9,11-17,1,N,,남부순환로,02614,00000,2000003,02,11650,0,11650,,10200,양재동,63000.0,2010-01-25
112,,임광,11650-341,1015,0,1985,,,,"74,000",26,1,2010,,,84.78,6,1015,1,N,,방배로,00014,00000,3121010,01,11650,0,11650,,10100,방배동,74000.0,2010-01-26
113,,롯데캐슬갤럭시(50-1),11650-682,50,1,2004,,,,"137,700",25,1,2010,,,132.16,10,50-1,1,N,,잠원로14길,00023,00000,4163526,01,11650,0,11650,,10600,잠원동,137700.0,2010-01-25
114,,한신,11650-145,56,3,1992,,,,"87,000",30,1,2010,,,84.52,15,56-3,1,N,,잠원로,00150,00000,3121019,01,11650,0,11650,,10600,잠원동,87000.0,2010-01-30
115,,롯데캐슬갤럭시(50-1),11650-682,50,1,2004,,,,"125,000",28,1,2010,,,110.11,7,50-1,1,N,,잠원로14길,00023,00000,4163526,01,11650,0,11650,,10600,잠원동,125000.0,2010-01-28
116,,신반포24,11650-121,52,1,1984,,,,"123,000",25,1,2010,,,117.07,2,52-1,1,N,,잠원로12길,00013,00000,4163525,01,11650,0,11650,,10600,잠원동,123000.0,2010-01-25
117,,한신타워,11650-150,71,11,1996,,,,"56,000",22,1,2010,,,59.81,15,71-11,1,N,,잠원로3길,00008,00000,4163527,01,11650,0,11650,,10600,잠원동,56000.0,2010-01-22
118,,서초로즈힐,11650-772,1527,10,2005,,,,"49,300",28,1,2010,,,90.18,7,1527-10,1,N,,효령로45길,00015,00000,4163639,01,11650,0,11650,,10800,서초동,49300.0,2010-01-28
119,,에이아이디차관주택,11650-209,968,0,1974,,,,"135,000",23,1,2010,,,72.51,1,968,1,N,,신반포로,,,3121017,02,11650,0,11650,,10700,반포동,135000.0,2010-01-23
120,,서초대우아이빌,11650-606,1675,11,2003,,,,"17,000",20,1,2010,,,35.307,10,1675-11,1,N,,서초대로58길,00010,00000,4163421,01,11650,0,11650,,10800,서초동,17000.0,2010-01-20
121,,우성1,11650-56,1336,0,1979,,,,"125,000",24,1,2010,,,127.15,4,1336,1,N,,서운로,00062,00000,3121016,01,11650,0,11650,,10800,서초동,125000.0,2010-01-24
122,,한신1차,11650-203,2,1,1977,,,,"152,500",20,1,2010,,,73.36,5,2-1,1,N,,신반포로15길,00019,00000,4163450,00,11650,0,11650,,10700,반포동,152500.0,2010-01-20
123,,신반포6,11650-127,74,2,1980,,,,"101,650",27,1,2010,,,108.02,4,74-2,1,N,,신반포로,00171,00000,3121017,01,11650,0,11650,,10600,잠원동,101650.0,2010-01-27
124,,신반포4,11650-125,70,0,1979,,,,"101,000",22,1,2010,,,100.11,11,70,1,N,,잠원로,00037,00048,3121019,01,11650,0,11650,,10600,잠원동,101000.0,2010-01-22
125,,신반포19,11650-116,61,2,1982,,,,"75,500",25,1,2010,,,81.0,3,61-2,1,N,,잠원로8길,00020,00000,4163529,01,11650,0,11650,,10600,잠원동,75500.0,2010-01-25
126,,방배삼성홈타운(102),11650-740,877,6,2004,,,,"55,000",18,1,2010,,,105.82,2,877-6,1,N,,서초대로27길,00018,00000,4163395,01,11650,0,11650,,10100,방배동,55000.0,2010-01-18
127,,한강,11650-144,49,8,1989,,,,"69,000",25,1,2010,,,76.68,10,49-8,1,N,,잠원로,00213,00010,3121019,01,11650,0,11650,,10600,잠원동,69000.0,2010-01-25
128,,두원,11650-281,473,1,1996,,,,"50,000",22,1,2010,,,84.87,8,473-1,1,N,,청두곶길,00014,00000,4163574,01,11650,0,11650,,10100,방배동,50000.0,2010-01-22
129,,반포자이,11650-3500,20,43,2009,,,,"80,500",21,1,2010,,,59.98,1,20-43,1,N,,신반포로,00270,00000,3121017,02,11650,0,11650,,10700,반포동,80500.0,2010-01-21
130,,반포주공1단지,11650-175,757,0,1973,,,,"180,000",26,1,2010,,,107.47,2,757,1,N,,신반포로,,,3121017,02,11650,0,11650,,10700,반포동,180000.0,2010-01-26
131,,한신3차,11650-206,1,1,1978,,,,"155,000",21,1,2010,,,132.94,9,1-1,1,N,,신반포로19길,00010,00000,4163451,01,11650,0,11650,,10700,반포동,155000.0,2010-01-21
132,,신반포4,11650-125,70,0,1979,,,,"153,000",23,1,2010,,,137.1,8,70,1,N,,잠원로,00037,00048,3121019,01,11650,0,11650,,10600,잠원동,153000.0,2010-01-23
133,,래미안서초유니빌,11650-518,1445,4,2003,,,,"38,000",30,1,2010,,,58.601,10,1445-4,1,N,,서초중앙로,00026,00000,3121024,03,11650,0,11650,,10800,서초동,38000.0,2010-01-30
